, SignalFeature1_D2, SignalFeature2_D2, SignalFeature3_D2, SignalFeature4_D2, SignalFeature5_D2, SignalFeature6_D2, SignalFeature7_D2, SignalFeature8_D2, SignalFeature9_D2, SignalFeature10_D2, SignalFeature11_D2, SignalFeature12_D2, SignalFeature13_D2, SignalFeature14_D2, SignalFeature15_D2, SignalFeature16_D2, SignalFeature17_D2, SignalFeature18_D2, SignalFeature19_D2, SignalFeature20_D2, SignalFeature21_D2, SignalFeature22_D2, SignalFeature23_D2, SignalFeature24_D2, SignalFeature25_D2, SignalFeature26_D2, SignalFeature27_D2, SignalFeature28_D2, SignalFeature29_D2, SignalFeature30_D2, SignalFeature31_D2, SignalFeature32_D2, SignalFeature33_D2, SignalFeature34_D2, SignalFeature35_D2, SignalFeature36_D2, SignalFeature37_D2, SignalFeature38_D2, SignalFeature39_D2, SignalFeature40_D2, SignalFeature41_D2, SignalFeature42_D2, SignalFeature43_D2, SignalFeature44_D2, SignalFeature45_D2, SignalFeature46_D2, SignalFeature47_D2, SignalFeature48_D2, SignalFeature49_D2, SignalFeature50_D2, SignalFeature51_D2, SignalFeature52_D2, SignalFeature53_D2, SignalFeature54_D2, SignalFeature55_D2, SignalFeature56_D2, SignalFeature57_D2, SignalFeature58_D2, SignalFeature59_D2, SignalFeature60_D2, SignalFeature61_D2, SignalFeature62_D2, SignalFeature63_D2, SignalFeature64_D2, SignalFeature65_D2, SignalFeature66_D2, SignalFeature67_D2, SignalFeature68_D2, SignalFeature69_D2, SignalFeature70_D2, SignalFeature71_D2, SignalFeature72_D2, SignalFeature73_D2, SignalFeature74_D2, SignalFeature75_D2, SignalFeature76_D2, SignalFeature77_D2, SignalFeature78_D2, SignalFeature79_D2, SignalFeature80_D2, SignalFeature81_D2, SignalFeature82_D2, SignalFeature83_D2, SignalFeature84_D2, SignalFeature85_D2, SignalFeature86_D2, SignalFeature87_D2, SignalFeature88_D2, SignalFeature89_D2, SignalFeature90_D2, SignalFeature91_D2, SignalFeature92_D2, SignalFeature93_D2, SignalFeature94_D2, SignalFeature95_D2, SignalFeature96_D2, SignalFeature97_D2, SignalFeature98_D2, SignalFeature99_D2, SignalFeature100_D2, NoiseFeature1_D2, NoiseFeature2_D2, NoiseFeature3_D2, NoiseFeature4_D2, NoiseFeature5_D2, NoiseFeature6_D2, NoiseFeature7_D2, NoiseFeature8_D2, NoiseFeature9_D2, NoiseFeature10_D2, NoiseFeature11_D2, NoiseFeature12_D2, NoiseFeature13_D2, NoiseFeature14_D2, NoiseFeature15_D2, NoiseFeature16_D2, NoiseFeature17_D2, NoiseFeature18_D2, NoiseFeature19_D2, NoiseFeature20_D2, NoiseFeature21_D2, NoiseFeature22_D2, NoiseFeature23_D2, NoiseFeature24_D2, NoiseFeature25_D2, NoiseFeature26_D2, NoiseFeature27_D2, NoiseFeature28_D2, NoiseFeature29_D2, NoiseFeature30_D2, NoiseFeature31_D2, NoiseFeature32_D2, NoiseFeature33_D2, NoiseFeature34_D2, NoiseFeature35_D2, NoiseFeature36_D2, NoiseFeature37_D2, NoiseFeature38_D2, NoiseFeature39_D2, NoiseFeature40_D2, NoiseFeature41_D2, NoiseFeature42_D2, NoiseFeature43_D2, NoiseFeature44_D2, NoiseFeature45_D2, NoiseFeature46_D2, NoiseFeature47_D2, NoiseFeature48_D2, NoiseFeature49_D2, NoiseFeature50_D2
DataItem43, 10.8708, 8.604, 10.1003, 10.3619, 11.2575, 12.2889, 11.1573, 9.9238, 10.6514, 10.0198, 10.0942, 12.0568, 9.6314, 10.8986, 9.7578, 10.3516, 10.0484, 9.6369, 9.1329, 8.1599, 11.4207, 10.1643, 9.8815, 8.3805, 9.9187, 8.8335, 8.7488, 10.3528, 11.6759, 9.2785, 9.0849, 9.6807, 9.43, 9.9571, 9.9454, 10.3589, 9.7929, 9.9301, 9.8904, 9.2527, 11.5946, 9.8265, 9.4302, 10.3329, 8.3377, 10.0306, 10.4455, 10.7228, 9.5436, 10.1022, 10.2218, 10.5191, 9.5777, 9.6026, 7.6784, 10.8567, 9.4484, 9.9959, 9.3756, 9.4647, 10.6411, 10.3836, 10.7222, 7.7725, 10.327, 10.7964, 10.4917, 8.4956, 10.2117, 10.1157, 10.7426, 10.4716, 10.3591, 10.8939, 9.7965, 9.9093, 11.8066, 11.3304, 10.3492, 9.3198, 10.0355, 8.1502, 11.3726, 11.2564, 10.2401, 11.245, 10.5224, 9.3419, 9.256, 9.3545, 11.0483, 11.0689, 10.7481, 10.2679, 8.9387, 10.3617, 7.2882, 8.4537, 9.7576, 8.6671, -0.10219, 0.26274, 0.82617, -0.36536, 0.060871, 0.25357, -0.81223, -0.26575, -1.3597, 0.79482, -0.002645, 0.2938, -0.23594, 0.21648, -1.0225, 0.38769, -0.63216, 0.71223, -1.4138, -0.98446, -0.92539, 1.1294, 0.52249, 0.36013, 0.64403, -0.25612, 0.78217, -0.53282, 0.24956, 0.87212, 0.15038, 1.3811, 1.6733, 1.0764, -0.37072, 1.4786, 1.7203, 1.7124, -0.091358, -0.24944, 0.76579, -0.64587, -0.0079198, -0.86403, -1.6824, 1.1696, 0.8298, -0.94843, 0.1634, 0.52067
DataItem44, -9.5175, -9.5011, -9.8965, -10.1751, -7.6013, -8.5577, -9.3614, -8.358, -10.0755, -7.5037, -10.3475, -10.0585, -10.8326, -10.5325, -11.5829, -9.0942, -11.1179, -9.9, -12.4025, -8.6593, -10.8732, -11.1867, -8.3867, -9.1448, -11.0376, -11.183, -10.5687, -10.7935, -10.6777, -9.1744, -10.656, -7.7692, -8.6391, -10.8743, -11.2744, -9.493, -10.9425, -10.973, -11.2079, -10.3684, -9.5632, -11.3247, -9.6632, -11.9334, -9.6743, -9.9801, -10.4868, -9.2248, -9.7216, -11.3354, -9.7424, -11.1357, -11.1591, -10.8755, -11.3788, -10.9911, -7.9749, -8.6306, -10.3803, -9.854, -9.3815, -11.967, -9.0861, -9.7053, -9.1591, -9.958, -9.9221, -9.8108, -9.7629, -11.1641, -9.261, -11.7382, -9.5413, -9.9784, -9.9634, -10.9052, -10.1858, -9.8914, -10.0061, -11.0219, -10.0785, -10.2031, -8.9022, -10.7799, -8.7993, -10.4317, -10.8163, -10.9397, -9.8687, -8.6978, -11.3426, -9.6348, -9.209, -10.7136, -10.9921, -8.4034, -12.7055, -8.6285, -10.3478, -9.9517, 0.53483, 0.14073, 0.13065, -2.3307, 1.2473, -1.6125, -1.4621, -2.1723, -0.35721, 0.31647, 1.1437, 0.74653, -0.76892, 0.65709, -0.35763, -0.89527, -1.0035, -0.16346, -0.916, -0.31057, 0.059394, 0.4485, 1.105, -0.29233, 0.61323, -1.4645, 1.0443, 0.13238, 0.86197, 0.090681, -0.09275, 1.9692, 1.3901, -2.5519, 1.6462, -0.44335, -1.3886, 0.097903, 0.15123, 2.5823, -0.36041, 0.091584, 0.8465, 1.3626, 0.0039946, -0.62283, -1.7316, -0.18566, 1.1426, 0.26346
DataItem45, 8.0575, 10.759, 10.974, 7.9092, 10.5074, 9.5658, 9.6754, 11.0217, 9.401, 9.832, 9.3152, 10.6867, 10.6669, 8.7584, 9.1161, 10.7492, 10.3805, 8.605, 12.6435, 8.7766, 9.7498, 9.7471, 9.9953, 9.2621, 9.4184, 10.1361, 10.9907, 8.7937, 8.5891, 9.7953, 8.6617, 13.0657, 10.148, 9.3997, 7.6482, 8.1725, 11.0992, 10.173, 9.7847, 10.2943, 8.3507, 9.508, 11.0168, 10.8903, 9.3883, 9.6093, 10.0608, 10.39, 9.0172, 9.6825, 10.1302, 9.2948, 8.7638, 10.6809, 9.3792, 8.373, 9.8286, 11.3808, 10.6572, 9.6167, 11.3349, 8.8133, 9.5816, 10.914, 8.1273, 9.4143, 10.3412, 7.8806, 11.3715, 8.4979, 11.1933, 9.7476, 10.6452, 10.3344, 9.1538, 9.7101, 12.5548, 11.7543, 9.4212, 10.7967, 9.0055, 9.4762, 8.9268, 9.627, 9.0314, 11.0794, 9.926, 7.9976, 9.8398, 11.7306, 10.1247, 9.2638, 8.4805, 8.5199, 9.1996, 10.0412, 11.2138, 8.1267, 9.5424, 9.6446, -0.66367, 0.95527, -0.063143, -0.024967, 1.4617, 0.22851, 1.4039, -1.3947, 1.0539, 1.1477, -0.44573, 0.048047, -0.40976, 0.33629, 0.62455, 0.88547, 1.0688, -1.333, 1.8131, 0.09993, 0.67784, 0.36217, -0.0824, 0.35355, 0.19098, 1.0703, 1.649, 0.85489, -0.36032, -0.43458, -0.071525, -0.61569, 0.29259, -1.2181, -0.28342, 1.5901, 0.39963, -1.315, -0.80737, -1.1104, 0.39321, 0.68601, 0.057901, 0.43098, 0.46195, 0.35614, -0.34682, -1.3594, -0.85063, -0.40953
DataItem46, -10.4609, -10.015, -9.539, -10.5683, -9.269, -10.2899, -9.4615, -9.1004, -9.2029, -11.3886, -9.0407, -8.7697, -8.7879, -9.5016, -12.2848, -10.8183, -9.8972, -9.9377, -9.0076, -10.1402, -7.2037, -7.3202, -10.5851, -11.5283, -9.7218, -9.6039, -11.1034, -9.6366, -10.5299, -9.9624, -9.5625, -10.3322, -11.4766, -10.3493, -9.6212, -10.8039, -9.9269, -9.7624, -10.3514, -11.3031, -9.1252, -10.9373, -10.9509, -10.0397, -10.0922, -11.1302, -10.9115, -11.1197, -9.7649, -12.4571, -11.517, -8.9818, -12.3024, -10.979, -9.9499, -10.551, -7.9673, -10.0387, -10.8693, -11.2288, -10.0341, -10.5763, -9.7321, -10.4206, -9.0387, -9.9063, -10.078, -10.6431, -11.7358, -8.6579, -11.0849, -9.7465, -10.3898, -9.2697, -12.1308, -9.0598, -10.7115, -9.3073, -9.8301, -9.7314, -8.3064, -8.2701, -7.8415, -10.3097, -11.1609, -10.2323, -9.0355, -10.1561, -10.0441, -9.2603, -9.8727, -12.0332, -8.3183, -10.6329, -10.451, -10.6358, -10.5927, -10.0528, -10.0228, -9.0158, 0.49486, 0.4185, 1.0674, -1.2105, 0.56443, -0.64252, -0.576, 2.058, -0.22807, -0.38313, -0.2421, -2.1918, 0.52097, 0.63722, 1.8353, 0.20661, 0.45672, -1.5849, -1.9893, -0.30425, 0.78667, -1.2716, -0.5458, -0.28124, -1.414, -1.1285, 0.11287, 0.95113, -0.51551, 0.082128, 0.54728, 0.9723, 0.71741, -1.6917, -0.44633, -1.2367, 0.40853, -0.25046, -0.8926, -0.8721, 1.7038, 0.5669, 1.0082, -0.65231, 0.56832, -1.4067, 0.37581, -0.5705, -0.86768, -1.1971
DataItem47, 0.53858, 2.5335, -1.8679, -0.22321, 0.17114, -0.45499, 0.19378, 1.9836, 1.6324, 1.0089, 0.8312, -2.9495, -1.2272, -1.2197, -0.24783, -0.85595, -0.71698, 0.27173, -1.891, 0.84402, -0.93948, 1.0737, -0.089056, 1.3364, -1.1784, 0.98617, 1.147, 0.2409, 0.5476, -0.92529, -0.51804, 0.693, 0.52876, 0.59833, 1.741, -0.57651, 1.0292, 0.86208, -0.38334, -0.62907, -0.45595, 0.7002, -0.52394, -0.26493, -0.433, -0.47377, -0.74043, -1.1116, -0.81162, 2.32, -2.477, -0.66325, 0.12663, 0.10266, 1.3687, -2.6874, 0.53507, 0.67189, 0.12487, -2.0996, -0.46102, 0.4101, 0.021056, 0.037059, 0.53969, 0.19584, -0.92533, -1.789, 0.048735, 0.53402, 1.5748, -0.87064, 0.9131, 0.53119, -0.13881, -0.85913, -0.68454, -0.2126, -0.067593, 0.99463, 0.63428, 3.749, 0.62962, -0.20515, -1.1521, -1.7619, 0.4206, 1.321, 0.086378, -0.73743, -2.0489, -0.007022, 0.41826, 0.49979, -2.0698, -1.3784, -1.0251, -0.58652, -0.54806, -0.71544, -0.41802, -1.5804, 0.51581, 1.225, 3.5207, -0.24111, -0.41558, 0.08881, -0.40108, -0.33553, 0.84895, -2.5786, -0.8738, 1.2741, 1.0211, 0.82448, 0.75324, -0.48391, 0.39228, 1.6204, -0.52897, 1.677, 0.78042, -0.26664, 0.023233, -0.53812, 0.93887, 1.0592, 0.17013, 0.79268, 0.3645, 0.50018, 0.36167, 0.98287, 0.13529, 0.33645, -1.2393, 1.2641, -0.14179, -0.078443, 0.20152, -0.34839, 1.0848, -0.081384, 0.15207, -2.4908, 1.26, -0.23156, -0.38895, 0.86972
DataItem48, -9.9295, -11.2565, -9.9985, -11.2492, -8.8983, -12.6312, -9.9028, -10.8725, -10.9887, -10.4295, -10.3247, -10.6513, -10.9906, -10.1515, -8.4546, -10.6697, -9.5046, -12.6171, -9.1846, -10.6616, -10.6707, -10.749, -11.4654, -11.8724, -9.9184, -11.0631, -12.235, -9.3877, -10.2417, -8.4844, -10.6471, -8.6976, -9.7333, -10.3129, -8.5495, -10.0754, -10.3834, -9.9244, -9.449, -10.0844, -9.2023, -10.7927, -8.5863, -10.0788, -11.4416, -9.4293, -9.1909, -9.3515, -11.4638, -11.3345, -10.5765, -11.5563, -9.5928, -11.4961, -9.3163, -9.7528, -9.4343, -10.2216, -11.2691, -10.0301, -9.6934, -8.8379, -11.1267, -11.7946, -8.0738, -12.0574, -10.2699, -9.9913, -11.839, -10.1188, -10.3188, -9.2424, -10.8384, -10.2533, -10.5031, -10.1132, -11.3806, -9.0092, -9.6725, -9.7786, -10.974, -10.1557, -10.967, -11.0969, -10.3763, -10.6782, -10.3625, -10.6617, -10.5093, -10.5477, -10.0601, -10.74, -10.1256, -12.0605, -7.9581, -9.1423, -8.4634, -9.7461, -11.8622, -10.9345, 1.4367, 0.13428, 0.09811, 0.02889, -0.16214, -0.22101, 1.4369, -0.60816, 0.39833, 0.091706, 1.4723, 0.30916, -0.21366, -1.0765, -1.841, -1.4633, 0.07864, -1.0058, 0.064932, -0.46866, -1.0297, 0.10146, -0.8411, 1.047, -1.0777, 0.79248, -2.3393, -0.83585, -1.2785, 0.50285, 1.3492, 0.53575, -0.085738, -0.99085, 0.85357, -0.51776, -0.43669, 0.81245, -0.28719, -1.0753, 0.19391, 0.22195, -0.54958, -0.24955, 0.95663, -1.0046, -0.9832, -2.3609, 0.26694, -1.664
DataItem49, -9.525, -9.8749, -9.8004, -10.3486, -8.3589, -8.7872, -10.6776, -10.505, -9.4423, -9.4439, -10.5241, -10.0048, -10.0294, -8.6084, -10.1104, -12.1018, -11.1355, -6.7798, -8.2056, -11.6842, -10.6075, -11.236, -11.1587, -10.5567, -12.3386, -9.4818, -8.8341, -9.6219, -10.1647, -9.9276, -10.3972, -10.7515, -10.6254, -8.7142, -10.4535, -10.1894, -10.5022, -11.1382, -11.7689, -10.5102, -9.4618, -9.1237, -10.1076, -10.8317, -8.2351, -12.1103, -9.8577, -9.7862, -10.25, -10.4094, -8.7027, -9.3318, -11.1674, -9.7766, -8.5494, -7.6961, -9.9278, -9.8874, -10.6383, -8.9393, -12.4806, -9.6679, -9.4822, -11.0282, -10.183, -9.9936, -11.1722, -10.7478, -8.2265, -10.5384, -12.269, -9.4383, -11.0604, -9.4596, -9.8971, -8.5459, -9.3245, -8.2421, -8.3405, -10.4486, -9.743, -11.3373, -9.7281, -9.5443, -12.0082, -9.5345, -10.052, -9.3794, -8.9909, -11.5229, -10.1322, -9.3907, -7.2037, -10.0601, -11.2617, -11.6876, -9.021, -12.3059, -9.727, -9.3427, 0.49186, -0.45032, 0.92814, 2.0377, -0.82567, 0.21435, -0.77929, -2.1927, 1.0304, -1.1352, -0.95134, -1.1192, 0.98422, -1.7275, -1.2006, -0.0049107, -0.69999, 2.0771, -0.52941, 0.54448, 2.9569, -0.043526, -0.35276, -0.19425, 0.41982, -2.4445, -0.0027742, 1.3063, 0.75687, -1.5367, -1.3923, -1.6124, -1.0412, 0.54138, 0.24296, -2.6243, -0.62403, 0.21568, -0.4328, -0.77566, -1.1783, 0.24789, 0.046292, -0.69938, -0.24686, 2.6288, 0.5334, -1.7504, -1.3642, 0.047846
DataItem50, -12.1839, -10.2883, -10.9757, -9.3554, -9.6384, -9.3319, -11.915, -10.5894, -10.8979, -10.7233, -10.1073, -8.375, -9.6592, -11.6051, -10.1582, -10.2984, -12.2021, -10.2372, -10.8032, -10.8992, -11.0478, -9.4753, -7.8186, -8.1432, -10.3197, -10.3768, -10.2371, -10.4325, -11.7479, -9.0406, -10.2594, -11.8181, -8.6713, -9.6985, -9.5743, -9.3487, -8.9864, -11.8749, -10.7132, -11.4083, -10.8133, -11.2207, -10.337, -9.6196, -10.883, -10.7164, -9.9023, -9.7909, -11.2399, -11.2865, -8.9825, -11.2674, -9.6024, -12.267, -9.8955, -10.5174, -9.634, -12.1657, -9.9679, -9.7374, -9.2952, -8.831, -9.3799, -8.531, -8.9609, -9.927, -9.6102, -10.2757, -10.0438, -8.5274, -10.0547, -10.0678, -9.4675, -8.9968, -11.0222, -8.2278, -9.723, -10.2326, -10.0101, -10.5202, -10.4878, -8.7874, -10.048, -12.0082, -8.8369, -7.8532, -10.3863, -9.944, -11.1339, -10.1263, -8.357, -11.8084, -10.9734, -13.0923, -9.048, -9.7431, -9.024, -8.5441, -8.1555, -9.9399, -0.7678, -0.16945, 1.9702, -0.4, -1.5225, 0.96566, -0.6463, 0.13267, -0.32006, -1.8109, -1.8271, -2.076, -1.9188, 0.29889, 0.363, -2.3989, -1.0152, 1.0279, 0.15898, -1.1742, 0.13158, -1.337, -1.344, 0.42771, -0.34995, 0.13428, -1.699, -0.24842, -0.8402, -0.48229, -0.77083, -0.98114, 0.79086, -0.31285, -0.54714, -0.88815, -1.3108, 0.36787, 1.5047, -0.060849, -0.22561, 1.6969, 0.39021, -0.64852, 1.3937, -0.81368, 1.0992, 0.71846, 0.8879, -0.84829
DataItem51, 9.7327, 9.9071, 10.1899, 7.8516, 8.7228, 9.17, 10.2726, 8.8525, 10.3067, 9.1523, 9.633, 9.5691, 8.9598, 10.7472, 10.5313, 10.2418, 9.3854, 11.2138, 8.2608, 9.6648, 11.2483, 10.3785, 9.6203, 9.5065, 10.9188, 9.1199, 9.3837, 10.4019, 9.1168, 10.8664, 10.78, 10.2709, 10.0742, 9.7784, 8.6868, 7.8667, 9.4849, 10.6333, 11.1499, 8.969, 9.8354, 10.4302, 10.2838, 10.7653, 10.1153, 9.2738, 9.4147, 10.0976, 9.0956, 9.7052, 10.0286, 10.0707, 10.6062, 9.7325, 10.5616, 9.5825, 9.7468, 9.0389, 11.0078, 10.0282, 7.9003, 12.0292, 10.4952, 10.5226, 9.2148, 9.7229, 11.2298, 11.8279, 9.2028, 10.1477, 11.1176, 10.3109, 10.9829, 10.073, 10.4888, 8.1555, 9.2942, 11.8495, 6.9941, 11.8025, 9.2204, 11.4076, 9.6553, 10.6457, 8.8919, 8.6973, 12.0735, 8.8513, 12.2368, 12.4565, 9.4447, 9.2697, 11.2914, 9.2163, 11.0163, 9.5401, 8.0904, 10.3176, 10.886, 8.1264, -0.51081, -1.193, 1.5789, -0.50072, -0.35736, -0.19645, -0.089794, 1.2875, -0.84142, 0.74273, 0.43569, 0.31471, -0.92335, -0.77306, 0.18307, -0.019156, 0.99152, -1.5307, -1.0612, 0.14362, -0.54027, -0.84554, -0.21538, 0.75979, 1.3016, 1.074, -0.75855, -0.71148, -0.28484, 0.93396, 0.71665, 0.23251, -1.1967, 0.77305, -0.39776, -1.2008, 0.37393, -1.9697, -1.2956, 0.29653, 0.32907, 0.59681, 0.10646, 0.92316, 0.61831, -0.40792, -0.19158, -0.18071, 1.7759, 1.0846
DataItem52, 9.7271, 11.2438, 9.7007, 11.3247, 12.2562, 10.3607, 9.4532, 8.6491, 10.0331, 10.7038, 11.4469, 9.3083, 11.5324, 9.5291, 8.533, 10.9676, 9.7942, 11.2313, 10.6045, 10.0774, 9.9899, 11.362, 9.1016, 9.2289, 10.5751, 9.4219, 7.9686, 9.9889, 10.7882, 10.9813, 9.5696, 9.5796, 7.8491, 10.0531, 10.9632, 11.5229, 8.5665, 10.6113, 10.1598, 9.6034, 9.0376, 10.055, 10.0257, 11.8416, 10.3744, 9.966, 10.9542, 10.0508, 11.0481, 9.1784, 10.4361, 10.4594, 8.5973, 10.4136, 10.3051, 10.6041, 9.6104, 10.2697, 10.1949, 9.0046, 7.9731, 10.0808, 10.6086, 9.8688, 10.1438, 9.7261, 8.3536, 9.2356, 10.7011, 9.2131, 10.8906, 9.3447, 9.1837, 11.8049, 8.7682, 7.8509, 10.2543, 9.5238, 10.1998, 10.1501, 10.6723, 10.1689, 9.2846, 11.8608, 10.5084, 9.4366, 9.1731, 9.3622, 11.7036, 8.7973, 11.2053, 9.6594, 9.1735, 10.6819, 11.0223, 10.2629, 7.6528, 8.6764, 11.2495, 9.3785, -0.93086, -0.60786, -1.175, -0.62153, 0.4225, -0.78417, -0.85311, -1.4577, -0.35426, -0.88852, 1.0089, -1.313, 1.6525, -1.3868, 0.82661, 0.91946, 0.24953, 0.36457, 0.7406, 0.0034201, 2.286, 1.0965, 0.59249, -0.22779, -0.14013, -0.11457, 1.1669, 0.59217, 0.31051, -0.81472, 0.73928, 0.20616, -0.88486, -0.18799, 1.422, 0.14206, 0.72094, 0.51327, 0.78261, 0.80871, -1.7586, 0.57069, -0.43645, -0.058433, -1.0219, -0.22714, 0.71927, 0.21973, -0.45252, 0.22455
DataItem53, 0.38097, -1.2149, -0.14835, -2.0834, -0.45873, -0.28373, -0.097483, -0.1752, -1.1638, 0.72116, 0.038578, 0.31932, -0.28024, 0.45043, -0.91788, 0.55496, -1.4267, 0.31818, 0.080815, 1.5442, 0.19243, -0.50724, -0.39195, 0.21538, -1.2071, 0.018097, 1.0663, 0.79091, 1.8387, 0.38812, 1.4788, 0.31959, -0.25859, 0.80051, -0.36299, -1.247, 2.0512, -0.26509, -0.75177, -0.13949, -0.98912, -0.25888, 1.9304, -1.8944, 0.91056, -0.68225, -0.63871, -1.1093, 0.71091, 2.0499, -0.12442, 0.91352, -0.61067, 1.2523, -0.75434, 0.39384, -1.8657, -0.51326, -0.79242, 1.4866, 0.72401, -0.21487, -1.1888, 0.71989, -1.933, 1.0169, -0.4678, -1.102, 1.1634, 1.5047, -0.44847, 0.92269, 0.1108, -2.0832, 1.2375, 1.0396, -1.3528, 0.89458, 0.65668, -0.22367, 2.1041, -0.45544, 0.37653, 0.3146, 0.43823, -0.2995, 0.39745, -0.0063662, -0.42992, -1.8295, -0.52093, 0.37133, 0.52197, -0.0094339, 0.19552, 0.65138, -0.061762, -0.52914, -1.011, 0.4194, -0.089644, -0.19731, 0.71539, -1.7319, 0.5345, 0.51646, -0.50085, -0.89875, -0.5115, -1.9159, -0.077101, 1.1404, -0.59629, -0.71305, 0.16249, -2.1662, 0.4521, 0.66178, -0.28112, 0.58436, -0.52178, 0.12811, -1.3985, -0.84582, 0.1189, 0.30412, -1.1242, -0.11221, -0.79922, 0.2646, 0.40293, -0.20649, -1.7101, -1.8048, -0.43168, 1.0153, 1.7204, 0.82194, -0.76066, 0.93308, -0.95054, -0.53126, 2.4217, -0.24319, -1.4146, -0.21878, -1.0795, -1.888, 0.49842, -0.45842
DataItem54, 10.4615, 8.8565, 9.5389, 8.9719, 9.7993, 10.6036, 12.045, 10.1258, 10.0025, 11.0607, 9.9615, 9.8374, 10.2465, 7.7809, 10.0707, 10.3955, 8.2797, 10.8471, 10.1722, 10.1235, 11.2055, 9.6672, 11.7205, 9.8233, 11.4483, 9.3627, 10.4261, 11.3853, 11.6629, 10.346, 10.0375, 8.3117, 10.3101, 8.9506, 10.9985, 10.2303, 9.7667, 9.2987, 9.4175, 10.6487, 9.9241, 9.1255, 9.8186, 9.7018, 9.526, 9.1317, 9.901, 10.7034, 10.8105, 10.2342, 10.6868, 9.3687, 11.563, 10.386, 8.6259, 10.2757, 11.9154, 10.7927, 10.0503, 10.7286, 9.5902, 9.3462, 9.4002, 10.0455, 9.4545, 9.1505, 9.6573, 10.3196, 10.2704, 8.6589, 8.3481, 8.6555, 10.2764, 8.3049, 10.6962, 11.9413, 10.7338, 11.267, 11.7321, 11.8027, 9.1389, 9.3882, 11.741, 10.8494, 10.2494, 9.4048, 9.667, 8.3267, 8.9408, 12.7707, 9.9047, 10.5368, 9.8541, 11.0415, 11.3329, 8.5401, 9.4363, 11.9238, 8.6906, 11.5699, 0.1376, 0.22255, -0.44524, -0.30606, 0.66711, -0.99486, 1.5826, 1.2711, -1.5214, 0.42074, -1.2597, -0.54131, -0.64663, 0.51869, 1.339, -0.33935, -2.2817, -0.48331, -0.24998, -0.18441, -0.1806, -0.76731, 0.14963, 0.31348, -1.6058, 1.2326, -0.98176, 0.7006, -0.074537, 0.098954, 0.13219, -0.37222, 1.1578, 1.2715, -0.56751, -0.080697, 0.59673, 1.2495, 0.84051, 1.2613, -1.1122, 0.85399, -2.3857, -0.36102, 0.35642, -2.2385, -0.04046, 0.010414, -0.31642, 2.2066
DataItem55, -11.0482, -10.303, -10.7472, -11.1887, -8.3136, -9.7524, -9.0639, -9.9478, -10.3333, -10.9055, -9.6487, -9.5516, -9.943, -8.8865, -12.4424, -11.0236, -12.0144, -11.2287, -11.4618, -9.1336, -8.7384, -9.3319, -9.9142, -8.4275, -9.8462, -9.838, -11.3732, -9.3188, -11.4031, -11.3032, -10.0242, -9.6449, -12.2586, -10.9018, -9.1386, -11.7312, -10.1327, -9.8326, -9.822, -10.6632, -10.5872, -9.2896, -8.7533, -10.5499, -10.2124, -8.3943, -8.9493, -8.9058, -9.0909, -10.9055, -10.4696, -11.5044, -8.1957, -10.9036, -9.9741, -9.399, -8.5565, -9.2835, -12.0731, -12.576, -10.5415, -10.8454, -10.8929, -11.031, -10.1209, -10.9823, -8.3144, -9.8661, -11.4417, -9.0953, -11.4209, -9.4914, -10.8817, -7.7427, -9.4121, -10.4797, -8.9403, -8.7517, -11.2928, -10.2894, -9.0666, -9.4003, -9.1388, -9.7825, -9.1003, -10.5433, -9.679, -10.4477, -8.9107, -7.6562, -6.8452, -9.2764, -8.0828, -10.8722, -10.0977, -10.964, -10.7498, -9.2986, -10.7619, -9.5754, -0.29999, 0.51438, -1.6071, -1.2762, -0.0069498, 0.51873, -1.0962, 1.6863, 0.59853, -0.42166, 0.77824, 0.19528, -0.40138, -0.63722, -1.1191, -0.27046, 0.47836, -0.81666, 0.95788, 0.15724, -0.32892, -0.12283, -2.0351, -0.83571, 0.18568, 0.13256, -0.17287, -0.17142, 0.18432, 0.32163, -1.6558, 0.18299, 0.46778, 0.73279, -0.024479, 0.038902, -0.43411, -2.0971, -1.5535, 0.1278, 0.41868, 0.66183, -0.24705, -2.0216, 0.01214, -0.027339, -2.3681, 1.2832, 0.62575, -0.042642
