, SignalFeature1_D4, SignalFeature2_D4, SignalFeature3_D4, SignalFeature4_D4, SignalFeature5_D4, SignalFeature6_D4, SignalFeature7_D4, SignalFeature8_D4, SignalFeature9_D4, SignalFeature10_D4, SignalFeature11_D4, SignalFeature12_D4, SignalFeature13_D4, SignalFeature14_D4, SignalFeature15_D4, SignalFeature16_D4, SignalFeature17_D4, SignalFeature18_D4, SignalFeature19_D4, SignalFeature20_D4, SignalFeature21_D4, SignalFeature22_D4, SignalFeature23_D4, SignalFeature24_D4, SignalFeature25_D4, SignalFeature26_D4, SignalFeature27_D4, SignalFeature28_D4, SignalFeature29_D4, SignalFeature30_D4, SignalFeature31_D4, SignalFeature32_D4, SignalFeature33_D4, SignalFeature34_D4, SignalFeature35_D4, SignalFeature36_D4, SignalFeature37_D4, SignalFeature38_D4, SignalFeature39_D4, SignalFeature40_D4, SignalFeature41_D4, SignalFeature42_D4, SignalFeature43_D4, SignalFeature44_D4, SignalFeature45_D4, SignalFeature46_D4, SignalFeature47_D4, SignalFeature48_D4, SignalFeature49_D4, SignalFeature50_D4, SignalFeature51_D4, SignalFeature52_D4, SignalFeature53_D4, SignalFeature54_D4, SignalFeature55_D4, SignalFeature56_D4, SignalFeature57_D4, SignalFeature58_D4, SignalFeature59_D4, SignalFeature60_D4, SignalFeature61_D4, SignalFeature62_D4, SignalFeature63_D4, SignalFeature64_D4, SignalFeature65_D4, SignalFeature66_D4, SignalFeature67_D4, SignalFeature68_D4, SignalFeature69_D4, SignalFeature70_D4, SignalFeature71_D4, SignalFeature72_D4, SignalFeature73_D4, SignalFeature74_D4, SignalFeature75_D4, SignalFeature76_D4, SignalFeature77_D4, SignalFeature78_D4, SignalFeature79_D4, SignalFeature80_D4, SignalFeature81_D4, SignalFeature82_D4, SignalFeature83_D4, SignalFeature84_D4, SignalFeature85_D4, SignalFeature86_D4, SignalFeature87_D4, SignalFeature88_D4, SignalFeature89_D4, SignalFeature90_D4, SignalFeature91_D4, SignalFeature92_D4, SignalFeature93_D4, SignalFeature94_D4, SignalFeature95_D4, SignalFeature96_D4, SignalFeature97_D4, SignalFeature98_D4, SignalFeature99_D4, SignalFeature100_D4, NoiseFeature1_D4, NoiseFeature2_D4, NoiseFeature3_D4, NoiseFeature4_D4, NoiseFeature5_D4, NoiseFeature6_D4, NoiseFeature7_D4, NoiseFeature8_D4, NoiseFeature9_D4, NoiseFeature10_D4, NoiseFeature11_D4, NoiseFeature12_D4, NoiseFeature13_D4, NoiseFeature14_D4, NoiseFeature15_D4, NoiseFeature16_D4, NoiseFeature17_D4, NoiseFeature18_D4, NoiseFeature19_D4, NoiseFeature20_D4, NoiseFeature21_D4, NoiseFeature22_D4, NoiseFeature23_D4, NoiseFeature24_D4, NoiseFeature25_D4, NoiseFeature26_D4, NoiseFeature27_D4, NoiseFeature28_D4, NoiseFeature29_D4, NoiseFeature30_D4, NoiseFeature31_D4, NoiseFeature32_D4, NoiseFeature33_D4, NoiseFeature34_D4, NoiseFeature35_D4, NoiseFeature36_D4, NoiseFeature37_D4, NoiseFeature38_D4, NoiseFeature39_D4, NoiseFeature40_D4, NoiseFeature41_D4, NoiseFeature42_D4, NoiseFeature43_D4, NoiseFeature44_D4, NoiseFeature45_D4, NoiseFeature46_D4, NoiseFeature47_D4, NoiseFeature48_D4, NoiseFeature49_D4, NoiseFeature50_D4
DataItem49, 0.77709, -0.67222, 0.66148, -0.84865, 1.3243, -0.25082, -0.20831, -0.1511, -1.5352, -0.30316, -0.23582, -0.9652, -0.64156, -0.12613, -0.3618, -0.62531, -0.31561, -1.6097, 0.7444, 0.7721, 0.28846, 0.57492, 1.1176, -0.11435, 0.72533, 2.242, 0.43582, -0.62897, 0.029192, 0.36749, 0.050021, -1.2781, -0.85717, 0.088824, 1.185, -0.31896, 1.0894, 0.1116, 0.51796, 1.406, -1.0489, 0.26309, -0.32173, -0.38112, 1.3092, -0.77933, -0.086557, 0.99113, -0.013847, -2.3685, 0.30972, 0.32053, 1.262, -0.067599, 0.9417, 0.18509, -0.74108, -0.5919, -1.5377, -0.10563, -0.43154, 0.66333, 0.55044, -1.4081, -1.4623, 1.2625, -0.053812, 0.62927, -0.37144, -0.076087, -1.2209, -0.55754, 0.48091, 1.0714, 0.68972, -1.5929, 0.11038, 0.70386, 0.42213, -1.0417, -1.7195, -0.35473, -0.95199, 0.43527, -0.21196, -0.40734, 0.06622, 0.12817, -0.1702, 0.85762, -0.53864, 1.5143, -0.40911, -0.072561, 0.049982, -3.0086, 1.8753, -1.1256, -0.77783, -0.34844, 0.97822, 0.086303, 0.87928, 0.42551, -0.089532, -2.1747, 2.0226, 0.13049, -0.073513, 0.50495, 0.91663, 0.46682, 0.6035, -0.4328, -1.2015, -1.7757, 0.10031, 0.78088, 0.36072, 0.93428, 0.7205, 0.99517, 0.1052, -2.0751, -0.18809, 0.52392, -1.4164, 0.17416, 1.1585, 0.041954, 0.14898, -0.33897, 1.0229, 0.20574, 0.18679, 0.9487, 0.19707, 0.43341, 1.2841, -0.51088, 0.30773, -0.67613, -0.42245, -0.84816, 0.22991, -1.4835, -0.62813, 0.22058, -1.3991, -0.38335
DataItem50, -0.86283, 0.091441, -1.3977, 1.0356, -0.34278, -0.71902, 1.2893, -1.0501, 1.5116, -0.22852, 2.8624, 0.10173, 0.25039, -0.64229, 0.155, -0.2403, -2.8552, 1.5883, -2.0863, 1.0118, 1.2402, 0.70028, -0.6257, -0.69617, -0.15006, -0.89206, 1.2875, -0.67264, 0.74845, 0.78131, 1.2112, 1.6872, 1.0044, -0.52263, 0.75879, 2.1927, -0.35232, 1.2697, -0.51947, -1.8782, 0.10907, -0.92767, -1.3752, -0.52193, -0.35206, -0.024207, 0.37898, -0.12463, -0.46226, 1.3832, 0.032834, -0.55148, 0.85491, 1.466, -0.2639, 1.4681, -0.005066, 1.3634, -0.45427, -1.1765, -1.7352, -0.29296, 1.2129, -1.496, -1.192, -1.7783, -2.0739, 1.8591, 1.2101, -0.63592, 1.7161, -0.71932, -1.393, 2.4354, 0.71829, -0.96358, 0.19119, 0.10238, -0.0047392, -0.26943, 0.20609, -1.1048, -1.2094, 0.0079168, -1.5974, 0.82432, 1.1108, -0.053646, -1.7965, 2.1552, 0.66797, -0.49037, -2.2154, -1.0953, -0.051946, 0.60636, 0.055485, 0.83105, 0.70532, -0.48033, -1.2302, -0.84931, 0.48138, 0.94847, -0.16246, 1.1864, 1.8886, -1.318, -0.50656, -0.89464, 0.9516, 0.50388, 1.64, 1.3565, 0.26223, 1.1676, 0.62973, 1.6537, 0.085636, -0.89729, -0.1775, 0.26945, -0.38311, -0.63981, 0.069569, 0.64051, 0.97382, -0.49536, 0.66885, 0.62555, -3.5444, 1.0535, 0.40791, -0.79302, -1.2358, 0.28002, 0.35462, -0.13414, 0.43491, 1.2046, 1.3422, -1.5412, -0.11362, -0.19228, 1.5683, -0.10535, 0.025928, 0.59058, 0.0045823, 0.23706
DataItem51, 10.6724, 9.8266, 7.6232, 11.1402, 10.6493, 11.0435, 8.6131, 8.5973, 10.0973, 10.9924, 11.3584, 8.2158, 10.3323, 9.9306, 9.5757, 11.7217, 9.9105, 8.6214, 8.9254, 9.8649, 9.5039, 11.2374, 10.6647, 9.879, 10.9226, 9.9425, 10.9557, 10.5966, 10.0444, 10.8165, 8.4597, 11.5661, 9.4198, 10.444, 9.9091, 10.0289, 11.7653, 9.0053, 9.2086, 6.2546, 9.8062, 8.9215, 9.2502, 10.4742, 10.4735, 8.4833, 11.4948, 10.0744, 9.1445, 8.9274, 11.0384, 11.7279, 9.6415, 10.5017, 10.0243, 9.867, 10.1686, 10.007, 7.6898, 12.1432, 9.3822, 10.289, 9.9395, 10.8844, 10.316, 9.178, 11.0704, 9.9884, 10.6896, 10.2134, 8.2896, 9.8521, 11.7587, 9.7088, 11.5308, 9.7892, 10.2469, 9.9335, 11.4775, 10.2127, 10.5761, 10.3615, 10.9982, 11.2838, 9.0302, 9.4335, 8.8166, 9.7036, 9.9935, 8.1702, 9.4052, 7.9872, 8.5875, 9.9875, 10.773, 11.5327, 11.5011, 10.0537, 11.9641, 11.1661, -0.77227, -0.99579, -0.18747, 0.67276, -1.5443, 2.0001, -1.1377, 2.3197, -0.078093, -0.64588, -2.027, -0.029785, 1.2411, -2.3205, 0.52924, -1.2349, 1.2404, 1.669, 2.9163, 0.45332, -0.96316, -1.7318, -0.9795, -2.4432, -0.64354, -0.24652, -0.27893, 1.5748, 0.5265, -2.6528, -0.1998, -0.46813, -0.14452, 0.14383, -2.0721, 1.3668, 0.092051, 0.079228, 1.5441, -2.6193, 0.98402, -0.77577, -0.077351, 0.79374, 1.3607, -1.2823, 0.22328, 1.3814, -0.22961, 0.2905
DataItem52, -0.51161, -1.2119, 1.361, -0.65577, -1.4822, -0.51197, 1.1929, 1.5213, 0.54976, -0.34278, 0.52314, -0.32977, 1.8373, -0.15843, 0.63203, -1.763, 1.4825, -0.84688, -1.3758, 0.61787, -0.49184, -0.57794, 1.2608, 0.38215, -1.6247, -1.8735, 1.0475, 0.70859, -0.56562, 0.22959, -0.3075, -0.16581, 1.0667, -0.68226, -0.90406, -0.88684, -0.087203, -0.6038, -0.85216, -0.94114, 0.9119, -0.17762, 0.23591, -0.91045, -0.28381, 0.45449, -0.18269, -0.3734, -0.40308, -1.3277, -0.35442, 0.23116, -1.1964, -0.30109, 0.89343, -0.57162, 1.5405, 0.15701, 0.12308, 0.054645, 0.80444, -2.2245, 0.75181, 0.57551, -0.39152, -1.9969, -0.23502, 1.5224, -0.38583, -0.38752, 0.62182, -0.037531, 1.2948, -0.14245, -0.88654, -0.25926, 0.8892, -0.04469, -2.0842, -2.0634, -0.32473, 0.40056, -0.93231, -1.8573, -0.87219, 0.9113, 0.77992, -1.4308, -0.62186, 0.70341, -0.50944, -0.25952, -0.26536, 1.3716, 1.4313, -0.28953, 0.23614, -1.2529, 0.4157, 1.1471, 0.83498, -0.23334, 0.40498, -0.6583, -0.27812, -0.76108, 0.46289, 1.5757, 0.63986, 3.1546, -0.42316, -1.4844, 1.0448, -0.22654, 0.86956, 1.4107, -1.3697, -0.083775, -0.8274, -1.2547, 0.14551, -0.94539, 1.7808, -1.4829, 1.1516, -0.65179, 0.66972, 0.45597, -0.13292, -0.4768, 0.81731, -0.29344, -1.5274, 0.74506, -0.50945, -0.81022, 1.0694, -0.17287, -0.8848, -0.17161, -1.4134, -0.43265, -1.2519, -1.5071, 0.65105, 0.30695, -0.26427, -0.12772, 0.057447, -0.40734
DataItem53, -8.2705, -9.885, -10.5492, -9.5129, -9.045, -10.3595, -11.4422, -10.8397, -11.0896, -11.0133, -10.2795, -10.5727, -10.4106, -9.1871, -9.5443, -8.8272, -10.3979, -11.1041, -10.1851, -10.2149, -11.2794, -8.9145, -9.7804, -10.9836, -10.7395, -12.1548, -9.4939, -9.7087, -9.8059, -11.1957, -8.6032, -9.3738, -10.0975, -9.452, -9.7463, -9.463, -9.7537, -8.0006, -9.7496, -11.4898, -8.8572, -10.77, -9.1543, -8.723, -10.8, -10.3978, -11.851, -10.1405, -9.6643, -11.0046, -9.0558, -9.2778, -9.2702, -10.4129, -9.8611, -12.4234, -8.5139, -10.327, -9.6369, -9.1437, -9.7252, -9.0824, -9.7483, -9.4332, -7.7783, -9.5269, -9.2944, -9.1937, -9.6017, -10.2117, -9.6308, -9.3861, -10.0548, -11.2523, -10.4731, -9.9632, -10.3818, -9.223, -10.2317, -11.1592, -12.4477, -10.3498, -11.1856, -10.6129, -7.8733, -8.6403, -8.6833, -11.1393, -9.8861, -11.3391, -8.4654, -11.9102, -10.0145, -12.0063, -11.1453, -11.2818, -11.1336, -10.9611, -10.1889, -9.1886, 0.27562, -0.021593, -0.26355, 0.31496, -0.86913, 0.33598, -1.314, -1.1713, 0.079691, 0.16997, 1.0121, 0.74133, -0.22109, -0.75854, 0.65584, 1.236, -0.33313, 0.34233, 0.45464, -0.046378, 0.34489, -1.1404, -0.68344, 0.15509, 0.30995, 0.85214, -0.23062, 0.32514, -0.92664, 2.0534, 0.53666, 1.4606, -0.71059, 0.49785, 1.6892, 0.85989, -0.86449, 0.34102, 0.54432, -1.1754, -0.65763, 0.48867, -0.41347, -0.074165, 0.27452, -2.1862, 1.3502, 0.79695, -0.55925, -1.1094
DataItem54, -0.89244, 0.29999, -0.10683, 0.058276, -0.83965, -0.27076, 2.3438, 0.49893, -0.31808, -0.87075, 1.532, 0.12733, 0.87822, -1.8141, 0.49113, -0.2186, 1.4283, -0.92895, -2.0264, -0.58577, 0.40265, -1.2675, 0.56829, -0.71427, -1.1079, -0.21078, 0.48341, -0.35997, -0.84036, 0.79134, -1.4845, 0.76713, 1.3473, 0.0051144, 0.012921, 0.36771, -0.74698, -0.90118, 1.1656, -0.37172, -0.18059, 1.0203, 0.26539, -0.38374, 0.21993, 0.58775, -0.37981, 0.64892, 0.93891, 0.7242, 0.0058421, 1.6212, 0.66532, -0.60408, -1.5411, 0.061629, 0.85463, -0.028015, 0.58669, 1.4288, 0.51325, -0.13028, -0.20515, -0.87379, -0.86341, 1.2189, 0.0056243, -1.785, -1.0283, 0.54077, -1.2599, 1.1502, -1.699, -0.2473, -0.88059, -0.76344, -0.2996, 0.82441, 1.4113, 0.29597, -0.60134, -0.50606, -0.4856, -0.80544, -1.9081, 0.78352, -0.028027, -0.20045, 1.1448, -0.90812, -0.55794, 1.2493, 0.7382, 0.49183, -0.96605, 1.2319, -1.3938, -0.87538, 0.4964, -0.87993, -2.7334, 1.2118, -0.46086, -0.57801, -0.16645, 0.90448, 1.9238, 0.96602, 0.032773, -0.057181, 0.27156, 0.45355, -0.80075, -0.37835, -1.7083, -1.3806, -0.71816, 0.35913, -0.88312, 0.88994, -1.0641, -0.48615, -1.3544, 1.2155, -0.1708, -0.23358, -0.45664, 0.69587, 1.5443, -0.92157, -2.4556, -0.20641, 0.32312, -1.1189, 0.56538, 1.1482, -1.3641, -0.050592, 0.50196, -1.197, 1.4167, -0.35052, -0.61759, 1.0503, 0.64307, -0.53821, -0.36903, 0.16968, -0.47205, -0.19716
DataItem55, -9.0274, -10.5893, -10.0605, -9.4048, -11.8556, -10.6722, -11.3972, -10.6004, -11.41, -9.0812, -8.3732, -9.2057, -8.6673, -8.5911, -11.5586, -10.9335, -11.0583, -11.0322, -11.9326, -9.2587, -8.4295, -10.7604, -10.7198, -9.9958, -10.6848, -7.6361, -9.3498, -11.8098, -8.9124, -10.5681, -11.1785, -10.655, -10.6138, -9.8652, -9.8784, -11.1389, -11.435, -9.2797, -10.1336, -10.5293, -11.0541, -9.0567, -11.0525, -10.9214, -10.659, -9.5733, -9.8597, -8.2357, -10.7897, -9.2476, -10.0129, -9.3372, -11.2477, -10.8099, -11.5106, -8.7954, -10.1915, -11.0832, -10.0096, -8.2801, -10.5711, -8.4076, -10.3011, -11.7597, -10.6223, -10.3988, -10.5466, -10.5337, -9.1975, -9.5293, -8.9828, -8.2744, -9.9076, -12.8505, -9.6938, -11.2966, -12.2177, -7.9843, -9.5616, -10.2597, -9.8486, -10.014, -9.0155, -8.3254, -8.7092, -9.9373, -10.022, -10.5591, -10.2516, -8.4113, -10.2111, -10.291, -10.0765, -10.8099, -10.185, -9.452, -10.2753, -10.9729, -9.0609, -11.5815, 1.7776, -0.097544, -0.23482, 0.30471, -0.2984, -1.4237, -0.67553, 0.72566, -0.75153, 0.54853, -0.73742, -0.036934, -1.7786, -1.1468, -0.033846, 0.19875, 0.59099, -2.0867, 1.2392, -0.92083, 0.79239, 0.8977, -0.68031, 0.022785, 0.12739, -0.067294, 0.59903, -1.4821, 0.61309, 0.78911, 0.82101, 0.63245, 0.084752, -0.0040369, -2.3639, 0.46646, -1.9796, -1.4041, -0.30032, -0.098149, -0.43605, -0.5126, -0.3586, -0.26738, 0.15355, 1.586, 1.0468, -1.1743, -0.71125, -0.25793
DataItem56, 1.985, 0.35446, 1.0621, -0.70917, -0.41868, -1.276, -0.5104, 0.3538, 1.423, 0.16925, -1.186, 0.81171, -0.36966, -1.0731, -1.015, 2.7965, -0.27434, -1.2253, -0.57788, 1.3728, 0.082683, -1, -0.31352, -0.037616, -0.0049642, -0.53369, -1.2981, 1.5121, 1.2669, -0.0086537, -1.8287, 1.5232, 2.0476, 0.24612, -0.80187, -0.94036, -0.34206, -0.75692, 0.91028, -0.23174, -0.33594, -0.26146, 0.08353, -0.7975, -0.41285, -0.15158, 0.074277, 1.1281, -0.028144, -0.082687, -0.47952, 0.99014, 1.0616, -1.0295, 0.47287, -0.33184, -0.50633, -0.00043663, 1.0104, 0.33796, -0.4732, 1.0809, 1.0603, -0.46089, 0.0072118, 1.0624, 0.65034, -0.57641, 1.582, 1.6032, 0.47398, 2.3762, -0.49742, -0.69316, -1.8972, 0.27155, -0.60937, -0.14728, -0.022222, 0.4759, -0.75962, -0.34557, 0.7923, -0.67854, -1.1442, -2.4005, -0.33769, -0.29392, -1.012, 1.1338, -0.24285, -0.41877, -1.0519, 1.656, -0.35816, 1.4136, -0.023352, -0.93605, 0.21888, 0.61149, -0.03757, 0.11141, 0.0081624, -0.69454, 0.58776, -0.088859, -0.30791, 0.38777, 0.23249, -1.1926, -0.53147, 0.38446, -1.5056, 0.8472, 1.0604, -0.0044535, 0.2789, 0.72729, -0.16591, 0.90411, 2.2764, 1.1842, -0.99741, -0.28246, 0.032097, 1.2693, 1.4706, 2.0548, -0.25857, -0.29345, 1.1113, -0.044366, 0.22874, -0.22709, -0.87746, -0.74286, 1.0872, 0.47831, -0.40843, 0.12819, -1.4391, -1.7376, 0.59321, 0.37975, -0.56917, -0.38035, 1.0989, -0.1868, 0.011101, -0.3627
DataItem57, -0.070692, -0.80734, 0.057542, -0.66513, 1.4516, 2.1901, 0.79255, -0.19871, 1.7794, -0.71418, 0.87471, -0.57521, 0.71917, 0.38803, -1.034, -1.3561, 0.10184, 0.15845, 0.99575, -1.7242, 0.60636, -0.81944, -1.2047, -0.96297, 0.97818, 0.0067456, 0.73184, -0.32033, 0.4863, -1.268, 0.34062, 0.89324, -1.1235, -0.42687, -1.577, 0.26832, -1.0116, -0.31195, 0.30704, 2.0196, -1.3526, -0.81422, -1.044, -0.5858, 2.3671, -0.070132, -0.1712, -0.7934, 0.52621, -0.66556, 2.9492, -2.3219, 0.5212, 1.2145, -1.2548, -0.11554, 0.57649, -1.6695, 0.46977, -0.61389, -2.7022, -1.2171, -0.94716, -0.57985, 1.1617, 0.19041, -0.71276, 0.16976, 1.3795, -0.93867, 1.149, -0.80361, 0.57053, -0.6335, 1.7491, 0.82889, 0.11915, -0.11976, -3.1696, 0.6748, 0.1837, -2.249, 0.14069, -1.8327, -2.4628, -0.038611, 1.2932, -0.42982, -1.435, 1.0315, 2.1166, 0.32814, -0.86423, -0.56799, -1.5639, -0.91987, 0.018448, 0.039004, -1.9753, -1.0052, -0.29086, 2.9466, 0.16384, -0.2816, -0.80242, -1.5437, 0.36087, 0.94381, -1.3595, 0.84887, 0.82534, 1.432, 0.15794, -0.746, 0.79314, 1.4238, -0.72467, 0.32056, 0.23455, 0.39279, 1.023, -0.67426, 0.30478, -0.043119, -0.060821, 0.58431, 0.42866, -0.018059, -0.20632, -0.84059, 0.72789, -0.75033, 1.1208, 0.5853, 1.2449, 0.29873, 1.0323, 0.037252, 0.94049, 0.49325, -2.3744, 0.61306, -0.72903, 1.7883, -0.54769, 0.61021, -0.19777, 0.71196, 0.45882, 0.50383
DataItem58, 1.876, 0.98713, -0.21564, 0.67065, -0.98515, -0.29197, 0.93073, 0.32351, -1.4732, 1.3061, -0.3996, -0.36799, -0.94756, -0.47038, -1.3865, -0.63602, -1.4882, 0.99378, 1.0659, -0.74303, -0.022791, 0.2354, 2.0236, -0.55004, -0.76868, 0.93067, -0.36324, 0.59151, -1.1231, 1.8832, -0.36094, -1.0998, -0.25285, 0.82203, 1.7732, 0.80908, 0.77776, 0.66022, 0.94929, -0.79315, 0.50722, 0.54095, 0.18691, 0.18972, 1.0342, -0.65845, 0.0052353, 0.85839, -0.95549, 0.36576, 0.10117, -0.87557, -0.93439, -0.57708, -0.72959, -0.15111, -0.36017, 0.068535, -0.14534, -0.75297, -0.24439, 0.23791, -1.1269, -0.062404, -1.0225, 1.6991, 1.3878, -0.10856, 0.33304, 0.74225, 0.45945, -0.42762, 0.69591, -0.47539, 0.87629, 0.31198, -0.41332, -1.7935, 0.61695, 0.01753, 0.32223, -1.2821, -1.0522, -0.52803, 0.31427, 0.62492, -0.20714, -0.43124, 0.41787, -0.83673, 0.34331, -1.5507, 0.3318, -2.0342, -0.17872, -0.58714, 0.21773, -0.082598, -0.083974, -0.93393, -0.93022, -0.20828, -0.49509, -1.5472, -0.22078, -0.024128, -0.75215, -0.24451, 0.40679, -0.47532, -1.9653, 1.0638, -0.39902, -1.0888, 0.68403, 1.3259, 0.13247, 0.56894, 1.9291, 0.10686, 0.098446, -1.0884, -0.17111, 1.5029, -1.9523, -1.7861, -0.43147, -0.0034499, 2.2072, 1.6189, 0.14972, -1.2126, 0.84185, -0.64673, -0.47478, 1.3998, -0.2655, -1.3967, 0.7979, -0.012576, -0.25397, 0.2924, -0.75824, -0.26836, -0.013159, -1.1136, 1.3116, 0.024079, 1.5116, -1.3071
DataItem59, -9.096, -10.5046, -10.0004, -8.9113, -9.6745, -10.9336, -10.608, -11.1095, -11.5211, -10.7198, -9.5351, -7.7362, -9.1886, -10.1299, -10.7726, -9.4953, -9.9842, -9.1838, -9.7638, -8.9707, -9.3772, -9.5697, -8.5746, -11.5237, -9.5328, -8.2362, -9.3551, -12.3276, -11.1135, -9.487, -8.9985, -8.7729, -9.6112, -10.4647, -10.5465, -11.0827, -12.0386, -11.0584, -10.8008, -8.6881, -10.5402, -10.5405, -9.5409, -12.0389, -7.9003, -11.4706, -8.2807, -9.6549, -9.5424, -10.6208, -9.3913, -8.0479, -10.7612, -9.2328, -7.8143, -10.3744, -8.655, -7.962, -10.3732, -10.5318, -9.4462, -8.1883, -10.2947, -10.0021, -8.6951, -10.6235, -9.4092, -9.611, -11.5634, -9.263, -9.7778, -9.9717, -10.8936, -10.0314, -7.6572, -9.5457, -9.7031, -12.1601, -9.4168, -9.3798, -10.5037, -11.0157, -10.9739, -11.0262, -11.2045, -12.1087, -10.1786, -9.4039, -10.179, -9.7609, -10.5821, -10.5056, -10.0312, -10.3203, -10.744, -11.0843, -8.7374, -11.1958, -11.0505, -9.7976, -0.095958, -0.0091541, 0.091729, -0.26916, 0.026346, -1.0176, 0.33547, 0.7957, 0.7845, 0.021707, -2.4806, -0.095048, -1.1854, -1.0129, -1.1458, 0.10852, -0.68036, 0.17828, 0.62395, 0.81767, -0.2977, -0.49731, -0.67057, -0.1829, 1.9759, 0.079583, -1.841, -0.82759, -0.47313, -0.05571, 0.15042, 1.0149, 0.31494, 0.46298, 0.72243, 1.057, 1.5482, -0.42306, -0.30142, 0.10722, -2.4945, 0.86509, -0.35511, 0.98879, -0.85127, 0.111, 1.7828, -0.4904, -0.42329, 0.92538
DataItem60, -9.7015, -9.8693, -10.3072, -9.2067, -10.9293, -9.7024, -9.9398, -8.6152, -7.5642, -11.1565, -10.6691, -9.3664, -10.4035, -9.5855, -8.6022, -9.2192, -8.0425, -10.2161, -10.5863, -11.9459, -9.1006, -9.0421, -9.0977, -10.6435, -9.1501, -11.2444, -11.1511, -9.2397, -11.7966, -8.5068, -9.3771, -12.0042, -11.3886, -9.2545, -10.7651, -11.1821, -10.6894, -10.2273, -10.0274, -9.6742, -11.2505, -10.8631, -8.9228, -10.2084, -10.3701, -10.3538, -11.349, -10.732, -8.8785, -8.9768, -10.5869, -10.7822, -9.8229, -10.7039, -11.0246, -10.2213, -9.7784, -10.7396, -9.7506, -9.0596, -10.4584, -10.2587, -9.8578, -11.6635, -10.1097, -10.1926, -10.3958, -9.237, -9.5487, -11.0781, -9.0357, -9.7889, -10.1493, -8.8343, -9.3538, -10.7191, -11.1842, -11.2172, -10.5083, -10.2666, -10.7277, -9.4274, -11.0364, -9.4578, -7.5681, -10.251, -10.2485, -11.1538, -12.0159, -9.6849, -11.2348, -10.2706, -10.915, -9.2889, -9.8116, -8.8458, -8.7433, -9.8657, -11.139, -12.4572, 0.27859, 0.50143, -0.067034, 0.5189, -0.82795, -0.073672, -0.18182, -1.4904, -0.89455, -0.077191, 0.0027405, 0.47297, 0.25151, 1.9412, 2.0989, 0.51505, 0.80262, -0.88949, -0.0025692, -0.22628, 1.5928, 0.59358, -1.1223, 0.70322, 0.54571, -0.067301, 0.4424, -0.093974, -0.86926, 1.7951, 0.97314, 1.4855, 0.28806, -0.72011, 0.66475, 0.25444, -0.4143, -0.85734, -2.9227, 0.47144, 1.2085, 0.66326, 2.5105, 1.1434, 0.83359, -1.0896, -0.35929, 0.60992, -0.19406, 1.1202
DataItem61, 9.016, 8.8161, 9.6742, 8.4151, 9.1559, 8.8017, 9.7951, 10.3126, 10.4991, 10.7702, 10.3062, 9.8054, 9.0086, 9.9532, 10.8089, 9.6639, 10.7238, 10.1311, 9.6338, 9.0739, 10.5893, 10.0289, 10.418, 10.4768, 9.0008, 9.3993, 8.6552, 9.7402, 9.6351, 10.1423, 10.0056, 9.5851, 10.1322, 8.9966, 9.5195, 8.6592, 9.9809, 9.4932, 10.1158, 10.0349, 9.4695, 10.2984, 9.8231, 9.5814, 8.126, 10.9615, 9.261, 10.101, 10.6097, 11.2086, 9.3378, 10.1872, 11.2133, 8.9602, 9.9062, 11.2954, 10.3074, 9.8032, 10.5921, 11.4292, 9.0898, 9.1825, 9.9129, 10.7741, 9.7193, 8.004, 8.7762, 11.9765, 9.5315, 11.1723, 12.1508, 10.6488, 9.8504, 10.5327, 10.7578, 10.8491, 11.7704, 9.667, 10.5822, 12.0045, 8.5543, 9.859, 8.3787, 10.5659, 8.9385, 10.4452, 9.9022, 10.1911, 8.6558, 10.1858, 10.6035, 10.8145, 11.4388, 11.7993, 11.1563, 9.3818, 10.5818, 10.301, 11.4537, 10.996, 0.87643, -0.68895, -2.3628, -0.31581, 0.0036129, -1.2428, -0.40886, -0.46128, 0.56786, 1.0799, 1.0281, 0.15587, 1.1265, -1.9476, 0.51375, 1.4026, -2.9833, -0.37455, 0.34601, 2.5005, 0.45006, 1.0606, 0.48143, 1.7214, 0.80012, -0.14955, 0.68432, 1.0121, 0.0060803, -1.2865, 0.74361, -0.28039, 1.8844, 0.73013, -0.72978, -1.2173, -0.27978, 0.50479, -0.24039, -0.41121, 0.58792, 0.473, 0.19029, 0.44137, 0.011873, -0.20111, -0.32219, -0.14993, -0.80656, 1.3555
