, SignalFeature1_D2, SignalFeature2_D2, SignalFeature3_D2, SignalFeature4_D2, SignalFeature5_D2, SignalFeature6_D2, SignalFeature7_D2, SignalFeature8_D2, SignalFeature9_D2, SignalFeature10_D2, SignalFeature11_D2, SignalFeature12_D2, SignalFeature13_D2, SignalFeature14_D2, SignalFeature15_D2, SignalFeature16_D2, SignalFeature17_D2, SignalFeature18_D2, SignalFeature19_D2, SignalFeature20_D2, SignalFeature21_D2, SignalFeature22_D2, SignalFeature23_D2, SignalFeature24_D2, SignalFeature25_D2, SignalFeature26_D2, SignalFeature27_D2, SignalFeature28_D2, SignalFeature29_D2, SignalFeature30_D2, SignalFeature31_D2, SignalFeature32_D2, SignalFeature33_D2, SignalFeature34_D2, SignalFeature35_D2, SignalFeature36_D2, SignalFeature37_D2, SignalFeature38_D2, SignalFeature39_D2, SignalFeature40_D2, SignalFeature41_D2, SignalFeature42_D2, SignalFeature43_D2, SignalFeature44_D2, SignalFeature45_D2, SignalFeature46_D2, SignalFeature47_D2, SignalFeature48_D2, SignalFeature49_D2, SignalFeature50_D2, SignalFeature51_D2, SignalFeature52_D2, SignalFeature53_D2, SignalFeature54_D2, SignalFeature55_D2, SignalFeature56_D2, SignalFeature57_D2, SignalFeature58_D2, SignalFeature59_D2, SignalFeature60_D2, SignalFeature61_D2, SignalFeature62_D2, SignalFeature63_D2, SignalFeature64_D2, SignalFeature65_D2, SignalFeature66_D2, SignalFeature67_D2, SignalFeature68_D2, SignalFeature69_D2, SignalFeature70_D2, SignalFeature71_D2, SignalFeature72_D2, SignalFeature73_D2, SignalFeature74_D2, SignalFeature75_D2, SignalFeature76_D2, SignalFeature77_D2, SignalFeature78_D2, SignalFeature79_D2, SignalFeature80_D2, SignalFeature81_D2, SignalFeature82_D2, SignalFeature83_D2, SignalFeature84_D2, SignalFeature85_D2, SignalFeature86_D2, SignalFeature87_D2, SignalFeature88_D2, SignalFeature89_D2, SignalFeature90_D2, SignalFeature91_D2, SignalFeature92_D2, SignalFeature93_D2, SignalFeature94_D2, SignalFeature95_D2, SignalFeature96_D2, SignalFeature97_D2, SignalFeature98_D2, SignalFeature99_D2, SignalFeature100_D2, NoiseFeature1_D2, NoiseFeature2_D2, NoiseFeature3_D2, NoiseFeature4_D2, NoiseFeature5_D2, NoiseFeature6_D2, NoiseFeature7_D2, NoiseFeature8_D2, NoiseFeature9_D2, NoiseFeature10_D2, NoiseFeature11_D2, NoiseFeature12_D2, NoiseFeature13_D2, NoiseFeature14_D2, NoiseFeature15_D2, NoiseFeature16_D2, NoiseFeature17_D2, NoiseFeature18_D2, NoiseFeature19_D2, NoiseFeature20_D2, NoiseFeature21_D2, NoiseFeature22_D2, NoiseFeature23_D2, NoiseFeature24_D2, NoiseFeature25_D2, NoiseFeature26_D2, NoiseFeature27_D2, NoiseFeature28_D2, NoiseFeature29_D2, NoiseFeature30_D2, NoiseFeature31_D2, NoiseFeature32_D2, NoiseFeature33_D2, NoiseFeature34_D2, NoiseFeature35_D2, NoiseFeature36_D2, NoiseFeature37_D2, NoiseFeature38_D2, NoiseFeature39_D2, NoiseFeature40_D2, NoiseFeature41_D2, NoiseFeature42_D2, NoiseFeature43_D2, NoiseFeature44_D2, NoiseFeature45_D2, NoiseFeature46_D2, NoiseFeature47_D2, NoiseFeature48_D2, NoiseFeature49_D2, NoiseFeature50_D2
DataItem34, 2.3644, 2.5497, 0.40734, 0.85825, 2.2979, 3.4311, 0.88725, 2.5843, 2.8225, 0.68544, 1.1588, -0.32653, 2.849, 4.2657, 1.3884, 1.918, 0.90681, 2.5656, 2.4084, 0.47846, 2.0012, 1.4305, 2.3652, -1.3847, -0.72702, 2.4517, 1.4503, 5.9187, 0.51032, 2.0292, 3.666, 2.8818, 2.1152, 2.9504, 2.5613, 3.2629, 2.7874, 0.35776, 0.29482, 1.7976, 1.3778, 2.0648, 3.0679, 1.3299, 0.8161, 1.1682, 0.27383, 3.5891, 0.82005, 3.7575, 1.8662, 2.9683, 1.8121, 1.6713, 1.0117, 1.6192, 2.5744, 2.9263, 1.305, 0.58715, 3.0323, 2.157, 3.5348, 2.2371, 1.6504, 0.70813, 2.5655, 2.756, 2.0447, 1.7164, -0.27381, 1.2917, 1.0188, 3.6372, 2.2946, 1.3448, 3.7777, 4.1832, 1.079, 0.28352, 3.0647, 0.82506, 1.6784, 2.2069, 1.0648, 2.732, 4.3936, 2.0821, 2.155, 0.89998, 0.31919, 1.0865, 0.73753, 2.1403, 1.511, -0.080478, 3.0468, 2.5284, 3.5514, 2.0135, -0.11654, -2.2117, 0.20885, -0.035979, 0.01594, 0.87189, -0.98748, -0.5024, 0.89265, 1.9204, 0.45041, 0.23393, 0.18569, -1.8875, 1.3385, -0.3868, -0.84556, -1.9522, -1.2859, 1.2233, 1.4334, 0.98361, -0.90462, -1.359, -0.1821, -0.29709, -0.52498, -1.2134, -1.0255, 0.89046, -0.0060312, 0.4681, 0.15477, 0.94686, -0.26035, 1.2342, -1.7695, -2.3676, 0.075761, 1.3638, -0.20677, 1.8513, 1.2239, -0.8022, -0.96984, -1.2282, -1.0507, 1.0111, -0.7281, -0.52126
DataItem35, -1.6327, -3.0771, -2.1605, -1.2676, -1.2614, -2.7212, -0.64277, -0.95379, -1.4689, -2.5106, -2.314, -1.9695, -0.77196, -1.8525, -0.59548, -0.98171, -0.67889, -2.1855, -0.17529, -1.5394, -3.3842, -1.6749, -1.8052, -1.9126, -1.1209, -2.1168, -2.3463, -4.0616, -1.6294, -3.1151, -1.6862, -2.4721, -2.2384, -3.0537, -2.0196, -2.6137, -1.7627, -3.0623, -2.0077, -0.42581, -2.3103, -2.8984, -2.7532, -1.3294, -2.5174, -3.3038, -1.8911, -1.8827, -2.7637, -0.57206, -1.021, -2.7677, -1.8874, -1.2342, -0.28296, -2.3781, -1.3466, -3.1732, -4.2319, -3.1798, -2.0254, -0.45488, -1.5911, -0.72874, -3.3735, -1.4108, -0.63563, -1.0664, -2.2738, -1.2548, -1.7897, -4.2756, -2.678, -1.5451, -3.3239, -3.3594, -1.87, -1.9956, -0.96525, -1.2261, -3.6117, -2.6657, -2.8176, -2.2619, -2.124, -3.6125, -3.0106, -2.1228, -3.4949, -0.045735, -2.1983, -3.4446, -2.2101, -2.9358, -2.9102, -1.9328, -2.9606, -2.614, -2.3141, -2.8909, 1.1826, -0.27126, -0.86601, -1.0874, -0.6012, 0.40191, -0.35628, -1.6204, -0.27654, 0.27142, 0.45012, 0.2528, 0.085164, 0.49008, -1.1642, 0.040621, -0.23666, -0.15594, -0.73577, -0.25247, -0.016641, 0.20018, 0.50989, 1.3379, 1.7286, 1.7159, 0.34375, 0.91767, -0.50295, 0.46645, -0.42926, 0.41577, -0.24725, 0.81449, 0.043177, -0.29597, 2.4155, -0.56797, -1.1288, -0.096903, -1.2049, 0.83289, -0.19879, -0.28896, -0.91099, -0.2085, 0.89088, -0.78666, 0.43694, 1.0327
DataItem36, -3.7769, -1.971, -2.45, -1.8017, -2.0527, -2.8454, -3.3951, -1.6357, -2.1639, -3.0571, -2.4977, 0.19259, -4.0876, -1.9395, -1.6914, -3.2036, -1.2276, -0.27083, -1.4969, -3.4468, -2.3106, -1.933, -1.8777, -1.7832, -0.39602, -4.0881, -2.6571, -1.3767, -3.4399, 0.23107, -1.4465, -0.74925, -1.3757, -2.5779, -2.0901, -3.1214, -2.7655, -1.9245, -2.1199, -2.2204, -1.2901, -3.1806, -2.6633, -1.8624, -1.9956, -2.725, -3.3455, -1.8015, 0.46492, -2.4136, -0.23574, -1.062, -3.2719, -1.7021, -1.6258, -0.90832, -1.4403, -0.96042, -1.3476, -3.4556, -2.3847, -2.1626, -2.4658, -3.8058, -3.196, -1.0098, -2.6687, -2.7188, -2.5891, -2.0648, -1.0327, -1.6401, -2.5966, -1.5579, -2.5787, -2.419, -0.51158, -2.4716, -2.6032, -2.692, -1.0927, -3.6399, -4.2691, -1.2152, -2.4295, -3.9032, -2.7645, -0.46453, -2.195, -3.0495, -2.6078, -1.643, -1.0968, -2.5368, -3.9327, -1.634, -3.7828, -1.1656, -0.6744, -1.4504, 0.64924, 0.023517, -1.652, -1.475, 0.44061, 0.031995, -0.0069747, -1.7243, 1.8374, -0.083899, -0.4649, -0.13502, -1.3345, 0.97859, 0.47267, -0.35261, 0.66685, 1.4571, 3.1333, -0.42916, 1.9072, 0.45429, 0.30247, -0.67433, 2.5709, -0.64985, 0.026333, 1.2287, -0.11578, -1.333, -1.9335, -0.37082, -0.57435, 1.6063, 0.47549, -1.6914, 0.51275, -1.7036, 0.15517, -0.2116, 1.3697, 1.3378, -1.5242, -1.804, 1.5079, 0.22746, 0.32898, 0.62699, 1.2359, 2.1753
DataItem37, 0.96049, 0.2234, 1.105, -0.46783, 0.6412, 0.084379, 0.24801, 0.8523, 9.9699e-06, 1.0035, -0.96474, 0.82632, -2.7947, -1.6067, 0.94497, -0.47183, -1.1298, 0.21138, 0.78784, -0.27132, -0.66082, 0.95907, -0.17963, 0.00074814, 0.85602, 0.77901, 0.58388, 1.8903, -1.6784, 0.084041, -0.52813, -0.75812, 1.1249, -0.71239, -0.72484, -0.097923, -2.3013, -0.86754, -0.84012, 1.2169, -1.4902, 1.2558, 0.14607, -1.0946, 0.48767, -0.30279, 1.1499, 0.1218, 1.2677, -0.64954, 1.1761, -0.35742, 1.5035, -0.55643, -0.5892, -1.5368, -1.4397, 0.59583, 0.35005, 1.4506, -0.12556, -1.6671, -1.0693, -0.056909, 0.2271, 1.1787, -1.4364, 1.0432, -0.29781, -1.3857, -1.4438, -1.4139, 0.81353, -0.11365, -0.025637, 0.34077, 0.77782, 0.83557, 0.010434, 0.18746, -0.62201, 0.04362, -0.56558, 0.54746, -0.85573, 1.5382, -0.41463, 1.1783, 0.52187, 1.3148, -1.1012, 0.09712, 0.75731, 0.030385, 0.39641, 1.1164, 0.015743, -0.34679, -0.74131, -1.635, 1.2323, -0.96297, -0.41516, -0.021969, 0.46331, 0.8961, 0.76387, -0.80916, 0.12437, 0.12127, -0.81187, -0.57798, -0.72624, 0.9002, 1.7288, -1.9172, 2.5158, -0.18053, -0.9681, -0.18763, -0.30057, 1.6609, -0.25646, 0.68893, -0.36958, -1.0063, -0.15795, 0.10868, -0.35182, 0.16528, 0.12859, -0.060241, 0.11823, 0.63475, -0.018992, 1.3593, -0.83252, 1.9382, -0.040163, -0.50529, -2.6686, -0.55057, 1.5469, 0.3508, -0.78497, -0.73039, -1.0866, 0.63001, 0.69228, -0.25926
DataItem38, 1.6709, 1.5605, 2.9641, 1.2834, 1.3502, 0.88134, 1.8956, 1.6041, 0.53817, 1.0985, -0.048215, 0.65775, 1.5219, 0.13137, -0.059834, 2.6592, 1.1149, -0.56614, 0.25049, 1.9214, 2.8223, 0.75559, 1.7322, 1.49, 2.6733, 2.3586, 1.2351, 1.3354, 1.3911, -0.034639, 0.38725, 2.3129, -0.42964, 0.5465, 1.4243, 1.13, 1.8197, 2.3215, 0.68201, -0.70991, 1.6488, -0.75128, 1.4162, -0.0043166, 2.7122, -0.069662, 2.2005, 0.99836, 0.90178, 0.39263, 0.39807, 0.84764, -0.17483, 1.2952, -0.3156, -0.42046, -0.022902, 1.1548, 1.8487, -0.76116, 1.0493, 0.83322, 1.4158, 1.1603, 0.5724, 1.9508, 0.39963, 0.40117, 0.10441, -0.46441, 1.5601, 1.0553, 0.066292, 0.75182, 1.307, 1.6828, 1.2141, 2.9514, 2.5908, 1.8052, -0.50817, 1.5339, 0.63959, -1.636, 1.6303, 2.1534, 1.415, 1.2298, 0.45832, 0.2539, 0.48801, 2.2252, 2.4041, 1.1002, -0.071213, 1.4862, 0.35499, 2.3505, 0.49118, -0.41108, 1.6492, -1.5774, 1.769, -1.6927, 1.3669, 0.81492, 1.3163, -1.9962, 0.15323, -0.025345, -0.7681, -0.48967, -1.9715, 0.91252, -2.7809, 1.1839, 1.0289, 0.22244, -1.5445, 0.087549, 1.8652, -0.11415, -0.22716, -0.21358, 0.88955, 0.49489, -0.16801, 0.40275, 1.7157, -0.034239, -1.5723, 0.16601, -0.49918, -0.62167, 1.0195, -0.79311, -0.55805, 0.93514, 1.1682, 0.41526, -0.33716, -0.94042, 0.085932, 0.69053, 0.28543, 1.5338, -0.93318, -1.3122, 0.97387, 0.77763
DataItem39, -2.1464, 0.3431, -0.0089272, 0.094484, 0.50105, -1.2788, 0.85586, 0.034608, -0.63038, 0.85475, 0.54394, 0.9327, -1.9469, 0.70423, -0.91467, 0.13897, -0.69092, -0.25038, -1.6998, 0.5563, -0.21009, 0.8093, -0.47519, 0.031714, 0.56144, -0.76482, -0.35259, 0.92283, 0.59247, -1.0641, 0.38558, 0.79188, 0.98543, -0.61248, -0.22784, -0.35941, 0.17845, 2.237, 0.26074, 1.0618, 0.71828, 1.2362, 0.93157, -2.2752, -0.26344, 2.0746, -1.8632, -0.57084, -0.10622, -1.2885, -0.44641, -0.28314, 0.088737, 0.32384, 1.3394, -0.092092, 1.3049, 2.0359, -0.55027, 1.6157, 0.13787, 0.88112, 0.81455, -0.82494, -0.61249, -1.3789, -0.75493, -0.30336, -0.8638, -1.3953, -0.87058, -0.94522, 0.72911, 0.28442, -0.44292, -1.5728, -1.6242, -0.094983, -0.22242, 0.93183, -0.17786, -0.097854, -1.1707, 0.80619, -1.7031, -1.316, 0.033691, -2.036, 1.3624, -0.34937, -1.1141, 1.5794, 0.14758, 2.5447, -0.53871, 1.4952, -1.6852, 0.76563, -3.0508, -1.9848, -0.4811, -0.7464, -0.73717, -0.13707, -1.0324, -1.4767, -0.083608, -0.21917, -1.4955, 0.028534, 0.27072, -0.70822, 0.3624, 0.41286, -0.72589, 1.9314, 0.37699, -0.099347, 0.21815, -0.10007, 0.53121, -0.82148, -1.3034, -1.4751, 0.46659, -0.83243, 0.70861, -1.1254, -0.10881, 0.14224, 1.4201, 0.22937, -0.03269, 0.96129, -0.44705, 0.23562, -0.42878, 0.87373, 1.3301, 0.73895, 0.49085, 1.9108, 2.064, -0.55266, 0.97278, -0.15398, 2.4881, 0.033836, 0.72965, 0.5327
DataItem40, 1.1124, 1.2622, 0.31972, -0.53068, -1.5174, 1.6784, -1.4936, -0.71652, 0.27423, -1.6702, 0.92627, -1.4815, 2.0794, 0.21777, -0.46789, 0.090401, 1.1643, -0.20169, 0.45072, -1.0867, -1.2501, 1.4112, 0.28426, 1.3834, -1.4866, -0.86641, 0.49448, 1.2106, 0.46366, -0.95682, -0.5322, 0.46618, -1.0096, 0.56087, 0.34557, 0.15263, 0.58363, 1.0262, 0.066569, 1.1396, -0.12374, -0.85102, -0.13656, 1.0322, 0.25315, -1.1235, -0.18632, -0.41253, -1.1579, -1.1098, 0.71591, 0.041745, 0.24338, -1.6619, 0.77143, -0.54617, -0.28081, 0.27583, -0.2596, 0.37357, 0.83955, 1.229, 0.17554, 2.9896, 1.0199, 1.9683, 0.22193, -0.55413, 0.61513, 0.097177, 2.1812, -0.031993, -1.0232, -0.89392, 1.0662, -1.2481, -0.010855, -0.19777, -0.59492, -1.1459, -1.7264, 1.5856, 0.45868, 1.69, 1.4108, 0.96755, -0.37851, -0.20108, -1.05, -0.30769, -0.96783, -1.0131, 0.72932, 0.26787, 1.4099, -1.9588, 0.5051, 1.4039, 0.65955, -1.0932, 0.57541, -0.29445, -0.30131, -1.419, 0.47532, -0.086549, -1.1277, -0.72069, 0.10997, -0.59754, -0.85825, 0.90152, 0.20224, 1.3774, -0.61703, 2.4828, -1.4582, 0.18284, -0.3994, -1.8371, -0.14022, 0.3435, -0.35892, 0.68714, 1.5723, 1.2696, -0.56129, 0.9048, 0.20403, -1.0736, -1.1598, 2.5428, -0.83271, 0.28428, 0.41883, -0.40616, -0.25966, 1.3773, -0.0078086, -0.37472, -0.19389, -0.25186, 0.47058, 0.65792, 0.70791, -0.17376, -0.57489, 1.0427, -0.5436, 1.3593
DataItem41, 0.57203, -1.9118, 1.0714, 0.023175, 0.37882, -0.1523, -0.13629, 0.50248, -1.8954, 1.5549, 0.46054, -0.62028, -0.67026, -0.93763, 0.78285, -0.37533, -0.028544, 1.1491, -2.2929, -0.92537, -0.11987, -0.82308, 1.1799, 1.7693, -1.4532, -0.11133, 0.52105, -0.64242, 0.81048, 1.08, 0.68025, -0.017635, 1.7085, 0.74802, 0.13279, 0.74739, 0.16352, 0.12351, -0.45582, 0.19571, -0.098537, -0.52121, 0.38457, 1.1603, -0.515, -0.60731, -0.80626, 0.023906, 1.0293, -0.43895, -0.050889, -0.41937, -0.1225, 1.2801, 0.64655, 1.3774, 0.93062, -1.6189, -0.05616, -0.95279, 0.8789, 2.2621, 0.90001, -1.2601, -1.099, 0.90387, -0.031763, 0.42501, -0.95769, -0.16055, -0.9704, 1.4992, 1.1173, -0.26541, -0.76974, 0.060432, -0.32489, 0.25514, 2.6119, -1.4119, -0.98163, 0.27021, -0.70764, 0.12264, 0.67064, -1.9601, 0.26853, -0.60768, -0.69058, -0.069524, 0.43492, -1.1223, -0.98811, 0.53388, 1.4528, 0.0048388, 0.13609, -1.176, 0.19194, 0.43571, -1.5874, 0.029133, 1.0223, 1.8717, 1.2492, -0.15983, -0.43058, 0.46093, 0.26302, -0.49709, 0.52987, 0.92155, -0.38225, -1.0883, 0.62435, 0.32332, 0.29519, 0.54987, 1.5012, -0.60906, 0.8626, -0.75246, 0.57333, 0.53943, 0.10906, -0.48152, 1.0272, -1.1166, -0.17925, 1.0083, 1.404, -0.26444, -2.1082, 0.79056, 0.71244, 0.39285, -0.52201, 0.74437, -0.59459, 0.062789, -0.94117, -1.6394, -0.15747, 0.83749, -1.6875, 1.0369, -0.0052692, -0.26281, 0.41738, 1.2126
DataItem42, -0.62783, 0.53456, 0.041319, -0.70262, -0.7172, -0.67412, -0.040626, -0.20247, 0.77027, -0.46399, -0.36715, -1.2945, -0.77912, 0.68803, -0.32269, -1.0318, -0.26219, 1.0159, -2.0826, 0.78176, 0.8555, -1.1819, 2.041, 0.4559, -0.081939, 0.0030261, 0.94743, -0.35258, 0.51726, -1.1695, -0.37113, 1.9731, -0.29859, 2.3753, 1.7205, -0.09115, 0.49213, -0.34309, 0.37443, -0.80354, -1.8675, -0.049394, -0.6038, -0.86264, 0.16136, -0.14462, 0.17961, 1.0653, -1.9167, -2.1314, -1.5281, -0.45957, 0.27775, 0.020412, 0.43911, 1.263, -0.61807, -0.023041, -0.29135, 0.26432, 0.40022, 1.9358, 0.13994, 0.71772, 0.81128, 0.40928, 0.85349, -0.57633, 1.7554, -1.7075, 0.64635, -0.29946, 1.5554, -1.1825, -3.0094, 0.72585, -0.28261, -0.14197, -1.6257, 0.6066, -0.5151, 0.37439, -1.6566, -0.066914, 0.20886, -0.8093, -1.3809, 0.38849, -0.068677, -0.72092, -0.22724, 1.2793, 0.39297, 1.7914, 0.45552, 0.86739, 0.83271, 1.5951, -0.99395, 0.50527, -2.0443, -0.78039, -0.091417, 0.72748, -2.1935, 1.2281, 1.6468, 0.39658, -0.046929, -2.024, 1.6624, 1.0253, -1.5381, 0.80484, 1.7228, -0.31576, -0.17669, -1.3722, -0.7938, -0.17395, -0.015717, -1.5552, 1.3708, -1.3714, -1.5146, -0.4969, -2.4198, 0.28664, 0.99636, 1.4829, 1.4551, 0.094439, 1.2348, 0.20237, 1.9056, -0.13416, 0.21412, -1.7112, 1.2087, 1.4262, -0.13204, -0.98453, -1.395, -0.17835, -2.3935, -0.077582, -0.88012, -0.11656, 0.86074, 0.54377
DataItem43, -1.0687, -0.21678, -0.11678, 0.64299, -1.6058, 0.36558, -0.4246, -0.48582, -0.629, -0.10597, -0.87289, 0.29946, -3.6057, -1.3289, -0.14364, 0.46014, -1.0969, -1.1432, -0.82385, -0.1793, -2.4668, -0.18509, 0.14801, -0.37845, -0.7743, -0.61585, -0.70298, 0.67383, -3.0929, -1.0473, -1.1824, -0.92887, -0.27301, 0.36824, -1.6811, -2.2164, 0.85875, -1.419, -1.3564, 0.24742, -1.2636, -0.63946, -0.65983, -2.033, -1.6465, -0.31753, -0.47735, 0.047258, -1.2203, -0.88044, 1.3163, -0.12874, -0.25428, -1.0925, -0.8009, -1.1678, 0.42208, -1.9893, 0.62228, -2.1558, -1.5902, -1.3928, -2.3454, -1.502, -0.093855, -1.5505, -0.45556, -2.0785, -1.824, -0.30253, -1.353, -1.9762, -0.077235, -2.2189, -2.1114, -1.8199, -0.45772, -2.3391, 1.2682, -1.0871, -0.28752, 0.30102, -1.3106, 0.73864, -2.3056, -0.47035, -2.0615, -1.6138, -0.26059, 0.090086, 1.238, -1.6085, -2.7614, -0.89832, 0.07797, -0.3149, -1.1786, -1.6931, 0.090508, 0.25489, -0.1795, -0.21086, 1.8981, 0.73675, -1.8826, -0.90165, 0.89424, -1.8696, -0.78029, -1.5727, -1.4958, 0.10924, -0.48594, -0.76224, 0.71144, 0.84792, -0.2827, 1.0233, -0.43759, 0.31297, 1.2127, 0.56344, -0.91175, 0.80478, -0.17859, 1.3494, 0.095532, 0.50964, 0.37306, -0.91551, 0.52062, -0.50364, 1.3748, 0.99321, 0.97778, -0.018453, 2.5723, -1.6107, -1.9645, -0.15273, -1.3306, 1.141, -1.3088, 0.034843, 0.077739, 1.302, 0.26384, -0.67758, -1.2721, -3.136
DataItem44, 0.43922, 0.46813, 0.79385, 0.96074, -0.95449, 1.4012, 0.56554, -0.14553, 0.36779, -0.08636, -0.49361, 0.69366, 0.74846, -0.26047, -1.2782, 0.4446, -1.9655, -1.1591, -0.9367, -0.43037, 0.60387, 0.20717, 0.32838, 0.49098, -1.6339, 1.1733, -0.73127, -0.19387, -0.33404, -0.34818, -0.85742, -0.38581, -1.5613, -0.21905, 1.6322, -0.20426, 0.81529, -1.4179, 0.013622, 0.57629, -0.42239, -0.26049, -0.38831, 0.47423, -0.7871, 0.20111, 1.026, 0.48145, -0.087313, 0.55652, 0.11368, 1.478, -3.0349, 0.68608, 0.027915, -0.1107, 0.3021, -0.59731, -0.12459, -1.4356, 1.1631, 0.17328, 0.48824, 0.025408, -0.67697, -1.0712, -0.77426, -0.75207, 0.29, 0.31482, -0.15993, -0.52374, -0.15225, -0.65861, 0.072966, -0.78586, 1.194, 2.5058, 1.7945, -1.6355, 1.2121, -0.25419, -0.87559, 1.1443, -0.61799, -0.30965, 0.60966, 0.18287, -1.6992, -0.041207, 1.9959, -0.21977, -2.0119, 1.9748, -1.1477, 1.5391, -1.9019, -1.0438, -0.22336, -0.595, 0.75382, -1.245, 1.0816, 0.39474, 0.68723, -0.1647, 1.0014, 0.18631, -1.6467, -0.1478, 0.67089, 0.16503, 0.8153, -1.3122, -0.99292, 0.11684, -0.56404, -0.91261, -0.21368, 1.1288, 0.7528, -0.25894, 1.3279, -1.2337, 0.55243, 0.081855, 0.99094, 1.2065, 0.21383, -0.51889, 2.5525, 1.0037, 1.3942, -0.25809, 0.6654, -0.8466, 0.46915, -0.45914, -1.1588, 0.38804, 0.080425, 0.76805, 0.70458, -0.7392, -1.4463, 0.93152, -0.43044, -1.2047, -1.7697, -1.1381
DataItem45, -2.031, -4.1618, -2.4307, -3.5635, -3.116, -2.9898, -1.0804, -1.626, -2.3875, -1.8066, -2.4462, -1.1105, -5.0351, -1.6487, -0.95726, -2.7623, -1.6718, -0.57332, -1.9496, -2.2116, -3.341, -3.2088, -3.3663, -2.5012, -3.0725, -1.6282, -1.4454, -0.11348, -1.3387, -0.95776, -0.91952, -2.3114, -1.7561, -0.69154, -0.95798, -0.65394, -2.0869, -1.4122, -2.5619, -1.5779, -1.4233, -1.4565, -1.1828, -2.7427, -3.7537, -2.9167, -3.5317, -1.2033, -2.0363, -1.0297, -1.2838, -3.2431, -1.6299, -0.96218, -2.5998, -1.4463, -2.4573, -3.0164, -1.8989, -1.1522, -0.74234, -2.668, -3.4147, -1.0086, -3.6268, -2.0096, -2.8703, -0.42801, -1.3644, 0.30697, -1.9613, -0.44397, -3.5163, 0.30254, -1.9479, -4.1203, -1.1887, -2.8833, -0.86093, -1.1089, -2.0457, -1.8528, -1.6176, -2.3201, -2.4935, 0.9982, 0.10866, -1.1595, -2.0028, -3.3369, -3.2132, -1.2645, -1.9088, -2.3275, -2.0033, -3.3414, -2.7838, -2.7626, -0.54717, -1.4632, 0.38451, -3.1441, 0.43844, 0.0032612, -1.3371, -1.4244, -1.2259, 0.30222, 0.83986, 1.7326, -0.043277, 0.8456, -0.71135, 0.29354, -0.57945, -0.41852, 0.024213, 0.92702, -0.65583, 0.73041, -0.095864, 0.37485, -1.4428, -1.5502, -0.34801, -1.7836, -2.6455, 2.3119, -0.12479, 1.7697, -0.77786, -1.8304, 0.39078, -0.64825, -0.86229, 0.92965, 0.40386, 0.88154, 0.048144, -0.83559, 0.16045, 1.2067, 0.26008, -0.56658, -1.2259, -0.8218, 0.23173, -0.019478, 0.83514, -0.32985
DataItem46, 1.9596, 1.4565, 1.4676, 2.7369, 1.5752, 1.2588, 2.1138, 1.5197, 3.3044, 2.0319, 0.73636, 0.75912, 1.1554, 1.3281, 2.0969, 1.5156, 3.0226, 1.548, 1.384, 4.2534, 2.3828, 2.9468, 2.2399, 0.74023, 0.64382, 1.9189, 1.4525, 2.896, 0.74651, 2.6073, 2.9994, 1.4634, 2.5049, -0.062182, 1.4288, 0.20844, 0.86755, 2.4506, 2.5895, 1.9821, 1.2656, 2.9506, 2.795, 0.81956, 1.802, 2.2189, 1.817, 3.1183, 2.569, 1.2627, 1.0003, 2.9017, 1.2664, 0.74797, 1.2191, 3.3777, 0.35627, 0.71473, 0.77346, 0.90215, 0.47159, 1.7052, 1.4393, 2.5727, 2.1282, 2.079, 0.62714, 1.9731, 1.3501, 1.8457, 0.99204, 1.2133, 3.2293, 1.4556, 1.0315, 1.2288, 2.6441, 2.0956, 2.6345, -0.44871, 1.7219, 1.9745, 3.4, 2.5263, 2.0084, 2.1465, 3.1116, 1.4258, 2.7886, 1.4532, 2.0414, 1.5765, 1.9501, 2.5606, 1.7668, 3.3434, 1.5948, 0.47677, 0.27097, 0.39491, 1.4088, -1.9183, 2.2669, 0.13052, 1.2351, 0.50024, 0.41969, 1.9686, -1.0221, 1.3422, -0.55934, 0.4498, 1.3899, 1.1001, -0.26757, -0.84365, 1.0969, -0.19234, 1.938, -1.0465, 0.89614, -0.3575, 0.31913, -0.93525, -0.98589, 0.94311, -0.35363, 0.67269, 1.0467, -0.066939, 0.072165, -1.0721, -1.3514, 0.5621, 0.42, -0.3975, 0.40499, 0.46514, -0.5675, 0.94581, -0.6662, 1.5392, -0.14808, 1.125, 0.73346, -0.6544, -0.011325, 1.1072, -2.0717, 0.19217
