, SignalFeature1_D1, SignalFeature2_D1, SignalFeature3_D1, SignalFeature4_D1, SignalFeature5_D1, SignalFeature6_D1, SignalFeature7_D1, SignalFeature8_D1, SignalFeature9_D1, SignalFeature10_D1, SignalFeature11_D1, SignalFeature12_D1, SignalFeature13_D1, SignalFeature14_D1, SignalFeature15_D1, SignalFeature16_D1, SignalFeature17_D1, SignalFeature18_D1, SignalFeature19_D1, SignalFeature20_D1, SignalFeature21_D1, SignalFeature22_D1, SignalFeature23_D1, SignalFeature24_D1, SignalFeature25_D1, SignalFeature26_D1, SignalFeature27_D1, SignalFeature28_D1, SignalFeature29_D1, SignalFeature30_D1, SignalFeature31_D1, SignalFeature32_D1, SignalFeature33_D1, SignalFeature34_D1, SignalFeature35_D1, SignalFeature36_D1, SignalFeature37_D1, SignalFeature38_D1, SignalFeature39_D1, SignalFeature40_D1, SignalFeature41_D1, SignalFeature42_D1, SignalFeature43_D1, SignalFeature44_D1, SignalFeature45_D1, SignalFeature46_D1, SignalFeature47_D1, SignalFeature48_D1, SignalFeature49_D1, SignalFeature50_D1, SignalFeature51_D1, SignalFeature52_D1, SignalFeature53_D1, SignalFeature54_D1, SignalFeature55_D1, SignalFeature56_D1, SignalFeature57_D1, SignalFeature58_D1, SignalFeature59_D1, SignalFeature60_D1, SignalFeature61_D1, SignalFeature62_D1, SignalFeature63_D1, SignalFeature64_D1, SignalFeature65_D1, SignalFeature66_D1, SignalFeature67_D1, SignalFeature68_D1, SignalFeature69_D1, SignalFeature70_D1, SignalFeature71_D1, SignalFeature72_D1, SignalFeature73_D1, SignalFeature74_D1, SignalFeature75_D1, SignalFeature76_D1, SignalFeature77_D1, SignalFeature78_D1, SignalFeature79_D1, SignalFeature80_D1, SignalFeature81_D1, SignalFeature82_D1, SignalFeature83_D1, SignalFeature84_D1, SignalFeature85_D1, SignalFeature86_D1, SignalFeature87_D1, SignalFeature88_D1, SignalFeature89_D1, SignalFeature90_D1, SignalFeature91_D1, SignalFeature92_D1, SignalFeature93_D1, SignalFeature94_D1, SignalFeature95_D1, SignalFeature96_D1, SignalFeature97_D1, SignalFeature98_D1, SignalFeature99_D1, SignalFeature100_D1, NoiseFeature1_D1, NoiseFeature2_D1, NoiseFeature3_D1, NoiseFeature4_D1, NoiseFeature5_D1, NoiseFeature6_D1, NoiseFeature7_D1, NoiseFeature8_D1, NoiseFeature9_D1, NoiseFeature10_D1, NoiseFeature11_D1, NoiseFeature12_D1, NoiseFeature13_D1, NoiseFeature14_D1, NoiseFeature15_D1, NoiseFeature16_D1, NoiseFeature17_D1, NoiseFeature18_D1, NoiseFeature19_D1, NoiseFeature20_D1, NoiseFeature21_D1, NoiseFeature22_D1, NoiseFeature23_D1, NoiseFeature24_D1, NoiseFeature25_D1, NoiseFeature26_D1, NoiseFeature27_D1, NoiseFeature28_D1, NoiseFeature29_D1, NoiseFeature30_D1, NoiseFeature31_D1, NoiseFeature32_D1, NoiseFeature33_D1, NoiseFeature34_D1, NoiseFeature35_D1, NoiseFeature36_D1, NoiseFeature37_D1, NoiseFeature38_D1, NoiseFeature39_D1, NoiseFeature40_D1, NoiseFeature41_D1, NoiseFeature42_D1, NoiseFeature43_D1, NoiseFeature44_D1, NoiseFeature45_D1, NoiseFeature46_D1, NoiseFeature47_D1, NoiseFeature48_D1, NoiseFeature49_D1, NoiseFeature50_D1
DataItem44, -1.0572, 0.99052, 0.0041571, 0.2321, 0.074183, -0.209, -0.039482, -0.7725, 0.23194, 0.89406, 0.88714, 1.8171, 0.1327, -0.016506, 2.2641, -0.87888, -0.94178, 0.40477, 0.40386, 0.0073123, 0.93604, -0.011899, 0.33804, 0.29388, -0.79728, 1.2152, 0.53344, -0.48358, 0.12908, -1.1747, 1.1224, -0.087205, -1.3344, -0.99473, -2.0908, 0.23414, -0.29759, -1.6545, 2.2266, -2.8294, -1.286, -2.9945, 2.2819, -1.3609, -0.029095, -0.21806, -1.6089, 0.2814, 0.76049, 0.12616, -1.2038, 0.20105, 2.275, 1.4554, 0.05154, -0.081917, 0.27466, 0.46786, -0.14473, 1.0731, 0.69948, 0.35042, 0.46378, -1.2158, 0.64612, 0.39448, -0.3509, 3.0921, -0.485, -0.30262, -0.84229, 0.20653, 1.4567, -0.70382, -0.49914, -0.61863, 1.3064, -0.36433, -0.13678, 0.86606, -0.55704, -1.3558, -0.32692, 0.71406, -0.21829, -0.48297, -0.34519, 0.65593, 0.60335, 0.2974, 0.17506, -0.60551, 1.3173, -0.61761, -1.9172, 0.66145, 0.085074, 0.092741, 0.014233, 0.69829, -1.0471, -1.6973, 0.92195, 2.136, 1.1261, 0.24278, -0.72583, 0.10274, -0.58663, -0.36012, 1.1563, -1.172, -0.39437, -0.23663, -0.77183, -1.3847, 0.94311, -0.9327, -0.76785, 0.33802, -1.2908, -0.049441, -0.10811, 0.63807, 0.18727, -0.30457, 1.5376, -0.46574, -0.37989, -0.026667, 0.71671, 0.058213, 1.2042, -0.45392, 1.7396, -2.5425, -0.35773, 0.022234, 0.76647, -1.9485, 0.70209, 1.6366, -0.091156, -0.52791, 1.722, -0.53932, -0.095934, 0.057256, 0.16385, -0.062068
DataItem45, -2.3306, -3.3332, -2.8556, -3.6973, -1.402, -1.688, -0.93055, -0.97764, -3.4376, 0.17476, -0.27121, -0.60446, -1.3498, -2.588, -2.3032, -3.6197, -1.8911, -2.1538, -1.8187, -2.7515, -1.4192, -0.76868, -2.2707, -1.8239, -3.298, -1.5757, -1.5665, -2.5371, -0.19783, -2.0728, -1.2464, -3.0532, -0.59261, -1.3807, -3.9863, -2.972, -1.2596, -0.9002, -1.3749, -2.1694, -0.56862, -0.95502, -2.1291, -2.9569, -2.586, -2.9511, -2.0291, -1.574, -2.264, -1.2048, -0.25404, -1.6055, -0.35917, -2.7835, -2.2449, -1.8577, -0.40219, -1.3589, 0.013776, -1.5412, -0.40686, -2.4601, -1.9127, -1.954, -2.6449, -3.6755, -1.0167, -1.9445, -1.9032, -1.8418, -3.1256, -1.0741, -1.417, -1.4056, -2.4505, -2.4723, -0.44945, -1.5789, -2.0533, -4.0082, -1.3918, -1.7251, -1.6526, -2.93, -1.3049, -1.7272, -2.2986, -4.154, -3.8079, -1.6447, -1.4592, -2.0446, -4.2514, -3.2049, -1.6706, -2.7666, -2.2817, -2.092, -1.2688, -2.0908, 0.86508, 0.17279, 0.018563, -0.33822, -0.1603, -0.60396, 0.20347, -0.043149, -0.52712, 0.64731, 0.96845, 0.20372, 0.85095, 2.2754, -0.79249, -0.28916, 0.085637, -0.66353, -0.48213, -0.56185, -1.6601, 0.68236, 0.63372, 0.055503, -1.7528, -0.049406, -0.59809, -1.6023, -0.68966, 0.11154, -1.0921, -0.90432, -1.2192, -0.068463, -0.26106, -2.2872, -1.7047, 1.1492, 1.7521, 0.96486, 0.96491, -1.1074, 0.51239, -1.2597, 0.080329, -0.96498, -1.6129, 1.1891, 1.3358, 1.6652
DataItem46, 2.6382, 1.5114, 0.39631, 2.2472, 2.3391, 3.6207, 1.8695, 4.8078, 3.0632, 0.84102, 3.2396, 1.6331, 1.7769, 3.0127, 2.5245, 2.7801, 3.2652, 1.4804, 1.3945, 1.5371, 1.0882, -0.5776, 1.7267, 2.8671, 2.2234, 2.7942, 1.7405, 2.2333, 2.6101, 3.7466, 3.242, 0.42627, 3.211, 1.9387, 0.79017, 2.661, 1.4203, 0.26918, 1.3074, 2.1422, 1.8971, 1.7529, 3.1308, 0.75891, 1.0942, 2.1586, 1.9999, 1.2619, 1.425, 1.4944, 1.5517, 2.1624, 2.3142, 3.245, 1.6756, 1.4053, 1.6725, 0.28676, 2.4949, 3.0215, 2.0502, 2.7847, 0.52382, 2.3832, 1.1909, 3.3864, 0.39374, 2.4768, 1.585, 2.9341, 2.5563, 2.5432, 2.4882, 1.3091, 2.9669, 1.5139, 0.76613, 0.26695, 2.2936, 0.39031, 2.2691, 2.5434, 0.81588, 2.6907, 3.9536, -0.03724, 2.1245, 0.84919, 0.87756, 2.0238, 1.6687, 3.8717, 1.8918, 0.88044, 2.4799, 1.766, 1.7036, 2.1733, 1.2153, 0.63237, 1.0158, -0.045239, -0.79079, 0.76989, 1.7712, 0.90971, -1.3218, 1.6113, -0.047432, -0.065184, 1.0746, -1.4863, -0.022464, 2.6057, -1.1874, -0.3006, -0.66278, -0.63417, -0.85077, 1.4664, 0.39256, -0.92455, -1.3789, -0.30945, -0.93695, -0.63041, 2.5521, 0.14729, 0.17658, -0.3417, -1.7884, 0.43016, -1.0783, -1.2316, 1.8362, 0.93469, 0.63245, 0.238, -0.096865, -0.26881, -0.59542, -1.5694, -1.3021, -1.9652, -0.67062, -1.7668, -2.3983, 1.0899, -1.5598, -1.4539
DataItem47, -0.17881, -2.6495, -2.2718, -3.2908, -0.73526, -0.85617, -1.3945, 0.37839, -1.4165, 0.8994, -2.5234, -2.3567, 0.27431, -1.0202, -1.1944, -1.4586, -1.3632, -1.6775, -2.6634, 0.45549, -1.4357, 1.5608, -0.30251, -1.7443, -0.56959, -1.4925, -0.79347, -2.6367, 0.51302, -1.6874, -0.73586, -0.62291, -1.1025, -2.1098, -0.61476, -1.6899, -0.4994, -1.5305, 0.33351, -0.80979, -1.1005, -0.77855, -0.70127, -2.777, -1.1091, -1.1959, -2.0225, -2.013, -1.0617, -0.98159, -2.2492, -0.46131, -1.9629, 0.31241, -0.95502, -0.096936, -0.035052, -1.2161, 0.012045, -0.10306, -1.7555, -1.2483, -3.0253, -0.30034, -1.0394, -0.34863, -1.1566, 0.69561, -1.0206, -1.0437, -1.52, 0.25379, -0.84596, -0.32477, -2.197, -1.7401, 0.35691, 0.55772, -0.81236, -0.41836, -1.6859, -2.6985, -2.5913, 0.14163, 1.1369, -2.5405, -1.9692, 0.28083, -1.4922, -0.73751, -1.37, -1.0292, 0.92754, -0.88502, -1.0974, -0.21102, -1.8271, -1.1835, -1.5973, 0.07295, -1.2369, 0.34661, -0.037373, -0.1132, 0.98465, -1.3863, 0.64617, 0.71481, 0.36274, -0.11719, 1.113, -0.17256, -0.27324, 0.096317, -0.81689, -0.24427, -0.48334, 0.20908, 0.16142, -0.31199, 0.045959, 0.38786, -1.6237, -2.164, -0.83253, -0.47382, 0.63054, -1.1172, -1.2768, -0.16651, 1.6799, 0.13158, 0.15274, -0.69804, 0.48349, -1.0274, -0.70623, -0.75068, 1.0502, 1.051, -0.11624, 2.2896, 0.46668, -0.85274, 0.01204, 1.0162, -0.24016, -0.88009, -0.48309, 0.48807
DataItem48, -0.020332, 1.5157, 0.80011, 2.0244, 0.5303, 2.66, 1.0864, 1.449, 0.85011, -0.43126, 1.7108, 1.5768, 0.13899, 1.3934, 0.8569, 0.80135, 0.70372, 0.64715, 1.9086, 0.31354, 1.567, -1.1089, 2.0753, 1.0593, 3.0082, 1.2983, 1.2618, 1.8712, 1.2199, 1.2788, 1.2523, 0.06524, -0.89429, 0.15236, 1.0291, -1.7841, -0.68848, 0.63393, 1.3515, 1.6242, 1.3771, 1.7292, -1.2708, 1.9362, 1.5151, 0.62111, -0.74398, 0.95458, 1.692, -0.56052, 0.89504, 2.0187, 0.95987, 0.056866, -0.42827, 1.7941, 0.99757, 0.10714, 1.0614, -0.24966, 0.87881, 1.269, -0.39754, 0.28031, 1.4987, 1.5424, 0.83855, 1.0659, 0.75455, 1.1465, 1.4485, 0.090906, 1.5869, 0.61886, 1.4689, 0.79998, 1.3857, 2.2107, -0.028949, 1.8878, 1.674, 0.83329, 0.62171, 0.76923, 1.9264, -0.12373, 1.1592, 1.6688, -0.71692, -0.080178, 2.5009, 1.7256, 1.3726, 1.4938, 1.792, 2.3134, 1.2455, 1.5284, 0.2481, 0.84284, 0.2711, -0.63058, -0.48772, -0.41132, -0.57957, -0.35337, -1.4664, 1.5404, 0.16888, 0.36254, -0.63008, 0.52083, -0.27172, -0.65674, 1.5674, 0.42212, 1.6232, -0.050922, -0.55877, 3.0429, -0.9634, -0.70854, -1.0272, 1.7491, 0.007467, 2.1633, -3.1697, 0.41231, 0.18817, 0.30738, -0.29922, 0.60381, 0.4903, -0.067509, -0.92148, 1.0691, -0.55554, 1.0112, 0.33453, 0.10481, -1.5081, -0.51184, -0.18781, -1.5016, 0.69971, -0.52122, -2.4441, 0.63275, -1.4908, -0.26334
DataItem49, 0.50802, 0.34342, 2.8768, 0.20808, 1.7405, 1.55, 2.1994, 1.3101, 2.0914, 0.41824, 0.40633, -0.33008, -1.0076, 1.3697, 0.31878, 1.8034, 0.7413, 3.8817, 2.433, 2.2156, 1.9176, 0.20097, 0.55103, 1.0207, 0.83903, 1.9575, -0.28629, -1.6466, 1.7232, -0.91289, 0.59752, 1.7149, 1.3071, 0.013303, 2.1643, 1.0538, 2.1175, 0.28092, 1.1997, 1.6153, 0.29466, 1.1349, 0.25403, 2.2698, -0.23896, 1.0907, 1.132, -0.52939, 2.1441, -0.27945, 0.027106, -0.59844, 1.3928, 1.8285, 2.4928, 1.8427, 1.9587, -0.80847, 1.1574, -0.53317, 2.1853, -1.3769, -0.51037, 0.79173, 1.5792, 2.5036, 0.063727, 1.3498, 0.88172, -0.77144, 1.8964, -0.48684, 1.3981, 1.484, 1.9881, 0.73049, 3.105, -0.6503, -0.22209, 0.56849, 0.78459, 0.53124, 0.76011, -0.95577, 1.7187, 0.86663, 2.2533, 0.24698, 0.69252, 0.30653, 2.7058, 0.64578, 0.89581, 0.077177, 1.3481, 2.2197, 0.87755, 0.38089, 0.66756, 0.46397, -1.1701, 0.94263, -0.66421, 0.71481, -0.31199, -0.24287, 2.1319, 0.22097, -0.74714, 0.168, -0.78578, 0.049028, -0.8659, -0.27533, 1.5342, 1.3817, -0.58014, 0.40949, -0.03865, 1.3734, -0.26237, -0.74043, 0.76274, -0.28477, -2.3126, -0.34764, -1.1218, 0.73015, 0.76, -0.36948, -0.28065, -1.1267, 1.1508, 1.6257, -0.18621, 1.0021, -2.8748, -0.46187, 0.62256, -0.17448, -0.063242, 1.5136, -0.19332, 0.84702, -0.75861, -1.6878, 0.11945, 1.1003, -0.2323, -0.48418
DataItem50, 1.6431, 3.3114, 0.66395, 1.027, 0.92804, 2.4855, 0.50793, -0.16399, 0.64589, 1.2848, -0.6583, 0.30283, 1.8343, 0.35199, -0.42712, 2.8113, 0.65675, 0.27719, 2.2073, 1.2213, 2.2858, 2.422, 0.57616, -0.13468, 2.517, 0.80463, 0.82029, -0.8859, 1.1007, 0.09946, 1.247, 0.69653, -0.29465, 0.48831, -0.52417, 1.3761, 0.25833, -0.089158, 1.7474, -0.23026, 2.243, 2.5915, 1.8404, 0.042266, 2.1793, 1.0175, -0.2808, -0.032274, 1.3112, 0.75673, 1.3663, 1.067, 1.4281, -0.29286, 2.0148, 2.2135, 0.39301, 1.1146, 0.76673, 1.1351, 1.0161, 0.93463, 0.90398, 1.2484, 1.8475, 0.011758, 1.1875, 1.038, 0.88137, 0.60171, 0.011384, 2.4202, 0.28667, 1.7879, 0.96957, 1.0755, 0.047226, 1.5196, 1.1206, 2.0536, 2.8634, 2.5156, 2.0621, 0.46848, 2.6286, 1.1763, 0.3966, 0.33673, 2.6325, -0.24024, 2.1405, 0.7716, 1.292, -0.43707, 1.5915, 1.9028, 0.9294, 0.10713, -0.86079, 2.3794, -0.6396, -0.50274, 2.0779, 0.56074, 0.40574, 0.55416, 0.15646, -1.3312, -0.14538, -1.1346, -0.96436, 2.2961, -0.24635, 0.95922, -0.82037, -0.073457, -2.3466, 0.81324, -0.44767, 0.11821, -1.7079, -0.44262, -0.6145, -0.36819, -0.70123, 2.0128, -0.67388, -1.7319, 0.83452, 0.51711, 1.3768, -1.3167, 0.76363, 0.95963, 0.44184, 1.013, 1.0279, -2.4119, 0.11634, 0.43013, 0.053909, 1.079, -0.54075, -1.1676, 1.5372, -1.495, 0.62516, -0.16923, -0.38267, -1.0388
DataItem51, -0.11818, -1.3811, -0.35413, 1.6114, -0.64089, -2.0738, -0.26035, 0.81857, -0.59786, 1.4243, -0.33836, 0.038163, 0.52012, -0.26895, 0.37364, -1.0793, 0.10267, 0.12949, -1.3041, 0.61008, 1.402, 2.1923, 0.62724, -0.34365, 0.27781, -1.6128, -1.3903, -0.69913, -0.98763, -0.2045, -0.75133, -2.0657, -0.47982, -0.92995, 0.15449, -0.19982, 0.015336, -0.84063, 1.0054, -0.32992, 1.0922, -1.2403, -1.1042, -1.8524, 0.14667, 1.3731, -0.14232, 1.6155, -0.35945, 0.24958, 0.44601, 0.83895, 1.4752, -0.76513, 2.5379, -0.62563, -0.55646, 0.67751, 0.93148, -0.14439, 1.337, 0.87261, 1.6318, 1.1116, 0.41554, 0.99304, 1.3246, -2.0353, 1.1109, -0.44517, -1.1209, -0.66583, -1.7773, -1.3002, 1.3863, -0.12063, -1.4646, -0.44742, 0.51561, -1.1136, 0.36168, -1.0667, -0.84071, 0.058742, -1.3511, -0.78658, 0.74693, -0.34448, -0.11549, -0.57948, 0.39547, -0.24419, -1.212, 0.20707, -0.59636, -1.3764, 0.70708, 0.68632, 2.1968, -0.049619, 0.2228, -1.4761, 0.091989, 1.6517, -1.669, -0.33053, -0.45021, -1.4094, 1.1115, -1.677, -1.9604, -1.1597, 0.58967, -1.3742, 0.71963, 0.63226, 0.56654, 0.78461, 0.98489, 0.24829, 0.8419, 0.17594, 1.0656, -1.7097, -1.0553, 0.75327, -1.0433, -1.4978, -1.5092, 0.75818, 0.47852, 1.4196, -0.69368, -0.79262, -0.7611, -0.25816, 0.69476, 0.33119, -0.77859, -1.196, 1.9866, 1.3164, -1.0974, -0.86055, -0.61196, -0.8527, -1.4604, 0.93372, -2.5011, 1.8462
DataItem52, 3.804, 0.52128, 1.2337, 0.61181, 1.8137, 0.92176, 4.9566, 2.9534, 3.6639, 1.3108, 1.7265, 0.42999, 1.2343, 2.5709, 3.1678, 1.1404, 0.80992, 2.4104, 3.0505, 3.2476, 3.4992, 2.6231, 1.3487, 2.366, 2.041, 1.989, 1.7408, 1.1797, 2.8459, 1.7446, 1.7171, -0.083866, 1.7905, 2.4868, 2.6133, 3.4463, 1.6024, 0.38022, 1.9861, 1.1145, 2.8228, 3.0485, 0.6526, 2.3685, 2.3233, 1.8999, 0.57167, 2.5412, 2.8554, 3.7074, 2.5221, -0.36332, 2.6668, 4.2377, 1.4614, 1.7388, 2.5361, 1.7581, 0.83523, 3.7795, 2.203, 0.86602, 0.83652, 0.16803, 1.9707, 2.7035, 2.6644, 1.3763, 2.7879, 3.2632, 3.0679, 2.2075, 0.63999, 2.2384, 1.3668, 0.37074, 1.9266, 2.2769, 3.0513, 3.2264, 0.69804, 2.2951, 0.44516, 1.2308, 0.3809, 2.1756, 1.4047, 0.95639, 1.6657, 2.07, 5.2308, 4.1127, 1.903, 0.55554, 1.6999, 1.3648, 2.3181, 2.1244, 2.0763, 0.94147, 0.95787, -0.20654, -0.8835, -0.49677, 0.26002, 1.4621, -2.4706, 0.59764, -0.44728, -1.1998, 0.81703, -0.68126, -0.79298, -0.67727, 0.53105, 0.41011, 0.029093, 0.1437, -1.7062, -1.6739, 1.006, -0.064412, 1.1485, -0.024941, 1.827, 0.717, -0.87893, -0.16491, -0.97769, 1.427, -0.16202, 0.84711, -0.10055, 0.20096, 0.094647, 0.98074, 0.29545, 0.95478, -0.043307, 1.2223, -1.9655, 1.6124, 0.69209, -0.045557, -0.12832, -1.4776, 0.99755, -0.24236, -0.76405, -0.31086
DataItem53, 0.79729, 1.0064, 0.16989, 0.99172, 3.0817, 0.67302, 0.70573, 2.1185, 0.72349, 0.075932, -0.39695, 0.33449, 1.0624, 2.5553, 2.2696, -1.3219, -0.025016, -0.36846, 1.8488, 0.3719, 1.7859, 1.9005, 0.61459, 0.79557, 0.67588, 2.8915, 0.62789, 1.7496, 2.3626, 1.2264, 0.44255, 1.6074, 2.1509, 1.9068, 0.27452, -0.44249, 1.8077, 1.672, 0.74056, 1.656, 3.5534, 1.7994, 0.80397, 0.45309, -0.33821, 1.5164, 0.20547, 1.8106, 0.30328, -1.2683, -0.92622, 1.4496, 0.98364, 0.12347, 1.1495, 2.0007, 1.0337, 1.2656, 0.5246, 0.42615, 0.69218, -1.3404, 1.8891, 0.062209, 2.6378, 0.21184, 1.1055, 2.9797, 1.1788, -0.0053447, -0.16063, 1.9199, 1.5478, 0.58221, 1.274, 0.56312, -0.91864, 1.1856, 1.1406, 1.6307, -0.61041, 2.1492, -0.67502, 1.4377, 1.1114, 0.91284, -1.0387, 1.0914, 2.6559, 1.8257, 2.591, -0.18301, 0.85126, 2.13, 1.7344, 0.3895, 0.86979, -0.16833, 1.6598, -0.45755, 0.50916, 0.51975, -1.2332, 2.4908, -0.31878, -1.2446, -0.25081, 0.71992, -0.89546, -1.544, 0.82444, 0.092649, 0.26993, 0.14576, 1.567, -1.5463, -0.76008, -2.4165, 0.48746, 1.2118, -2.2152, -0.095825, 0.25338, 1.6874, -0.92836, 0.28559, 0.2114, -0.095467, -0.59637, 0.67852, -1.2404, -0.076082, 1.116, 0.1975, -0.59666, -0.72345, 0.096651, 0.40927, -1.1822, -0.80083, 0.24524, 0.80645, -0.1821, -0.30549, 0.73793, -0.56929, -0.065835, 0.12834, -0.50216, -0.89972
DataItem54, -0.66006, -0.72138, 0.7659, 1.188, 0.14124, -2.2971, 2.6881, 1.1712, 0.9141, 0.29767, -0.065862, 2.1095, -0.95228, -0.25017, -1.2228, 0.68395, -0.13987, 0.10628, -0.47303, -1.3207, 1.4314, -0.72654, 0.45522, 0.42008, 0.053771, -0.18955, 0.29936, 0.053497, -0.5819, 0.020604, 1.2855, -0.89897, 0.20307, 0.93657, -0.66662, 0.27087, -1.1855, 2.1319, -1.5248, -0.68172, -0.79335, 1.9932, -0.43085, 0.0020006, 1.722, 1.0848, 2.2965, 1.3768, -2.0763, 1.8088, 1.7, 0.3679, 0.90682, -0.30478, -0.7742, -0.15101, -0.15621, 0.45278, 0.50474, -0.028025, -1.8614, 0.54198, 0.49247, -0.33976, 0.63223, 0.92426, -1.4661, -0.61755, -2.2179, 0.72801, 0.096787, 0.12786, -1.813, 0.93878, -0.39435, -0.84652, -0.20637, -0.89525, 0.071615, -0.15048, 1.1887, -2.4419, -0.49258, -1.4836, 0.40731, -2.4357, -0.42899, 0.62106, -1.3861, 0.79124, 0.081709, -1.0925, -0.62538, -0.68952, 2.448, 1.2319, -0.28058, -0.46639, 0.014438, 1.3656, -1.0913, -0.35316, 1.4705, 1.5312, -1.214, 0.22651, 0.30846, 0.33285, 0.48222, -0.27324, 0.86062, 0.68214, -0.54403, -1.3814, -0.90155, -0.70127, -0.16217, -0.22074, 1.4464, -1.183, -1.6349, -0.64955, -1.0355, -0.20992, 0.46124, 0.58292, 0.99499, -1.1339, 0.41303, 0.71066, -1.0766, 0.12004, 1.0153, -1.1545, -1.1499, 0.20321, -0.11423, 1.4779, 1.2298, -1.4344, 0.52838, 1.001, 1.1736, -1.5241, 0.17714, -0.77955, -1.137, 0.72189, -0.90108, -0.62462
DataItem55, -1.1771, -0.83479, -0.10425, -1.4045, -0.96037, -2.733, -0.17068, -1.9743, -2.8246, -1.6042, -1.1868, -1.3678, -1.4355, -0.54296, -1.131, -3.4264, -1.2939, -0.51619, -1.1759, -0.71756, -1.4232, -0.32791, -1.7411, -2.012, -0.5681, -1.7712, -1.3097, -0.7559, -1.7842, -1.8874, -0.57913, 0.31572, 1.0807, -2.3438, -1.6656, 0.43559, -1.5953, -0.89914, -1.0172, -3.1293, 0.068508, 1.5928, 0.43547, -1.9714, 0.64457, 0.049324, -0.98824, -1.0871, -1.186, -2.2681, -0.52612, -0.18667, -1.5322, -0.29827, -1.2906, -0.37703, -2.0243, -1.6113, -1.3174, -2.5508, 1.0355, 0.4958, -0.37304, -2.1503, 0.6957, -0.66832, 0.34686, -0.91752, 0.19818, -2.2548, -1.786, 0.42854, -2.3674, -1.4926, 0.094073, -0.67693, -0.62372, 0.32892, -0.78676, -1.5357, -1.9879, -1.3502, -2.1089, -0.78167, -0.37868, 0.77406, 1.2575, -0.84348, -0.99495, -1.5932, -0.41866, -1.6916, -0.99058, -1.4694, -0.40118, 0.96099, -1.9094, -2.0463, -1.2376, -1.1002, -0.00014117, 0.16043, -0.029478, 0.65112, -0.84906, 0.70781, -0.56622, 0.5981, 1.0132, -0.16366, -0.94977, -0.93677, 0.47845, -0.79309, 1.0734, 1.098, 0.24473, 0.033323, 0.323, -0.35138, -0.44406, -0.29267, 0.11808, 0.89108, -1.2196, 1.3618, 0.95962, 1.0652, 0.5152, -0.77872, 0.94472, -0.66087, -2.2507, 0.33179, 0.84349, -1.0131, 1.5408, 0.46852, 0.19717, -0.35585, 0.49452, 0.16052, 0.78099, -0.57765, 0.10947, 0.40578, -1.3234, 0.41073, -2.0181, -0.0029109
DataItem56, -1.7361, -3.1012, -1.0138, 0.77788, 0.15878, 0.18657, -1.6376, -2.6847, -1.2847, -0.65776, -0.60888, -0.45692, 0.0032619, 0.093868, -1.5245, -2.6103, -1.5951, -1.7552, -1.9503, 0.11587, -0.45975, 1.2561, 1.6406, -0.88497, -0.89374, -0.31505, -1.0808, -1.2426, -0.78502, -1.9141, -1.4376, -1.5283, -0.1941, -0.30229, -2.9192, -0.028434, -0.62083, -1.3959, -2.253, -0.88344, -1.0826, -0.14665, -1.4552, 0.51577, -0.76524, -1.1329, -0.94864, 0.69639, -1.697, -1.0065, 0.0785, -1.4787, -1.6226, -1.231, 0.37472, -0.10378, -0.21732, -1.4526, -1.5646, -1.6781, -1.0574, -0.84069, 1.5473, -2.5141, 0.71748, -2.6002, -2.1926, -2.1472, -1.9926, -0.97386, -2.2539, -2.204, 0.35178, -0.83744, -0.91549, -0.37036, -0.27407, -2.4091, -0.86364, -0.10252, -1.029, -2.0056, -1.2692, -1.236, -1.3024, -0.75001, -2.1841, -0.54854, 1.0296, 1.1226, -0.60445, -0.49425, -1.2315, 0.22051, -1.3517, -0.95199, -2.2061, -0.53883, -1.4626, -1.5032, -0.27802, -1.0266, -0.57673, 0.65236, -1.6405, -0.3557, -1.3537, 1.3156, 0.19794, -0.99877, 0.87322, 1.1408, 1.7947, 0.82768, -0.765, -0.70148, -1.1743, -1.0537, -0.042005, -2.6709, 1.2554, 0.21627, -1.1756, -0.038089, 0.25197, 0.17997, -0.077131, 0.04009, 0.72801, 0.85205, -0.4612, -0.81456, 2.1017, 0.5567, 2.5077, 0.7944, -1.3934, 0.1857, 0.67569, 1.076, -0.22566, -0.096621, -0.1857, -0.13637, 1.2381, -0.038504, 0.93686, 2.1152, -0.13574, -0.22462
