, SignalFeature1_D1, SignalFeature2_D1, SignalFeature3_D1, SignalFeature4_D1, SignalFeature5_D1, SignalFeature6_D1, SignalFeature7_D1, SignalFeature8_D1, SignalFeature9_D1, SignalFeature10_D1, SignalFeature11_D1, SignalFeature12_D1, SignalFeature13_D1, SignalFeature14_D1, SignalFeature15_D1, SignalFeature16_D1, SignalFeature17_D1, SignalFeature18_D1, SignalFeature19_D1, SignalFeature20_D1, SignalFeature21_D1, SignalFeature22_D1, SignalFeature23_D1, SignalFeature24_D1, SignalFeature25_D1, SignalFeature26_D1, SignalFeature27_D1, SignalFeature28_D1, SignalFeature29_D1, SignalFeature30_D1, SignalFeature31_D1, SignalFeature32_D1, SignalFeature33_D1, SignalFeature34_D1, SignalFeature35_D1, SignalFeature36_D1, SignalFeature37_D1, SignalFeature38_D1, SignalFeature39_D1, SignalFeature40_D1, SignalFeature41_D1, SignalFeature42_D1, SignalFeature43_D1, SignalFeature44_D1, SignalFeature45_D1, SignalFeature46_D1, SignalFeature47_D1, SignalFeature48_D1, SignalFeature49_D1, SignalFeature50_D1, SignalFeature51_D1, SignalFeature52_D1, SignalFeature53_D1, SignalFeature54_D1, SignalFeature55_D1, SignalFeature56_D1, SignalFeature57_D1, SignalFeature58_D1, SignalFeature59_D1, SignalFeature60_D1, SignalFeature61_D1, SignalFeature62_D1, SignalFeature63_D1, SignalFeature64_D1, SignalFeature65_D1, SignalFeature66_D1, SignalFeature67_D1, SignalFeature68_D1, SignalFeature69_D1, SignalFeature70_D1, SignalFeature71_D1, SignalFeature72_D1, SignalFeature73_D1, SignalFeature74_D1, SignalFeature75_D1, SignalFeature76_D1, SignalFeature77_D1, SignalFeature78_D1, SignalFeature79_D1, SignalFeature80_D1, SignalFeature81_D1, SignalFeature82_D1, SignalFeature83_D1, SignalFeature84_D1, SignalFeature85_D1, SignalFeature86_D1, SignalFeature87_D1, SignalFeature88_D1, SignalFeature89_D1, SignalFeature90_D1, SignalFeature91_D1, SignalFeature92_D1, SignalFeature93_D1, SignalFeature94_D1, SignalFeature95_D1, SignalFeature96_D1, SignalFeature97_D1, SignalFeature98_D1, SignalFeature99_D1, SignalFeature100_D1, NoiseFeature1_D1, NoiseFeature2_D1, NoiseFeature3_D1, NoiseFeature4_D1, NoiseFeature5_D1, NoiseFeature6_D1, NoiseFeature7_D1, NoiseFeature8_D1, NoiseFeature9_D1, NoiseFeature10_D1, NoiseFeature11_D1, NoiseFeature12_D1, NoiseFeature13_D1, NoiseFeature14_D1, NoiseFeature15_D1, NoiseFeature16_D1, NoiseFeature17_D1, NoiseFeature18_D1, NoiseFeature19_D1, NoiseFeature20_D1, NoiseFeature21_D1, NoiseFeature22_D1, NoiseFeature23_D1, NoiseFeature24_D1, NoiseFeature25_D1, NoiseFeature26_D1, NoiseFeature27_D1, NoiseFeature28_D1, NoiseFeature29_D1, NoiseFeature30_D1, NoiseFeature31_D1, NoiseFeature32_D1, NoiseFeature33_D1, NoiseFeature34_D1, NoiseFeature35_D1, NoiseFeature36_D1, NoiseFeature37_D1, NoiseFeature38_D1, NoiseFeature39_D1, NoiseFeature40_D1, NoiseFeature41_D1, NoiseFeature42_D1, NoiseFeature43_D1, NoiseFeature44_D1, NoiseFeature45_D1, NoiseFeature46_D1, NoiseFeature47_D1, NoiseFeature48_D1, NoiseFeature49_D1, NoiseFeature50_D1
DataItem45, 10.3906, 11.4199, 9.3221, 9.9216, 9.7093, 7.8932, 9.6562, 10.7466, 9.4829, 12.9618, 10.846, 10.2026, 11.5573, 8.9566, 8.4937, 11.3254, 8.9198, 10.9022, 9.77, 10.4192, 8.8671, 9.6747, 9.8195, 10.8436, 8.8093, 9.0114, 10.3765, 9.9605, 10.3869, 11.6145, 9.1253, 9.6442, 10.3268, 10.1953, 9.7883, 10.2375, 9.9665, 11.7409, 11.1008, 9.38, 12.5338, 9.4215, 8.892, 8.0047, 9.9744, 9.9735, 11.0372, 8.7413, 9.8326, 8.5722, 10.9496, 9.1022, 11.4112, 10.3511, 9.5054, 7.6579, 9.6681, 9.0916, 9.8421, 9.781, 11.7814, 8.929, 10.6499, 12.407, 9.1912, 11.1148, 10.3353, 10.9784, 10.3236, 9.4116, 10.4891, 10.4339, 9.1266, 7.7364, 10.9079, 10.4356, 9.5195, 10.4552, 9.9898, 9.2165, 11.7576, 10.412, 10.759, 8.3169, 8.9946, 11.7763, 10.4515, 9.6014, 11.2679, 11.2789, 12.1893, 11.5745, 11.2616, 8.3775, 10.7866, 11.0044, 7.5444, 9.2172, 10.1533, 10.8012, -0.13225, 0.98557, 0.12705, -2.5148, -1.3821, -0.91332, -0.043261, -0.85081, -1.2203, -1.0993, -0.52983, -3.0957, -0.010003, 0.5415, 1.6058, 0.91089, -0.05261, -2.0821, 1.1445, -0.36178, 0.42941, 0.25596, 0.62825, 0.37658, -0.63426, 0.809, -1.1838, 0.043687, 0.9688, -0.55463, 0.095589, 0.044222, -0.11898, -1.7317, 1.1447, 1.456, 1.1482, -0.0046139, -1.7689, 1.278, -0.76444, -0.039331, -0.90328, 0.15511, -1.9254, 0.98597, 0.80136, -0.71497, 1.2359, 0.60642
DataItem46, -11.3339, -9.1107, -10.7519, -11.1736, -10.462, -10.3011, -10.8687, -9.0043, -9.3465, -9.7242, -9.2987, -8.3423, -10.1998, -8.3294, -9.9082, -10.1928, -9.8453, -10.1587, -8.857, -10.2848, -8.5664, -9.6264, -10.7971, -8.766, -10.7411, -10.2654, -10.2668, -9.8661, -10.4119, -10.191, -9.9835, -9.936, -9.3724, -10.1379, -10.1948, -9.2871, -11.6964, -10.3286, -11.1861, -9.2832, -10.6646, -9.2174, -9.784, -10.2907, -10.343, -7.9989, -11.1433, -9.7201, -11.4541, -10.3344, -9.987, -10.0561, -11.4199, -11.1142, -9.7016, -10.0472, -10.5454, -10.5098, -10.3176, -8.834, -8.8826, -8.2448, -9.047, -9.7713, -8.4971, -10.7645, -10.3479, -9.6063, -10.3262, -10.1945, -10.3217, -10.5675, -10.2941, -9.4296, -10.6045, -8.3066, -11.4267, -10.2153, -10.6678, -11.2272, -10.8068, -8.9386, -10.6004, -11.2577, -10.7346, -9.3672, -11.6676, -12.269, -7.9916, -10.3331, -12.422, -11.3424, -9.6417, -10.073, -10.0973, -10.2657, -10.7783, -10.5888, -8.6902, -9.9479, 0.8823, -0.84191, 0.60377, -0.53791, -0.08684, -0.31701, -0.38013, -2.6002, 1.2902, -0.51762, 1.704, -0.10357, -0.02598, 1.7944, 1.0669, 0.23816, 0.35829, 0.3358, 0.59448, -0.042552, -0.3821, -1.2857, -1.2391, 0.081075, 0.81699, -0.94462, -0.55251, -0.72988, 0.97604, -1.0301, -0.2637, 1.2407, 0.07675, -0.15795, 1.5298, -1.2994, -0.28287, 0.12757, 1.9331, 0.35756, 1.7238, -0.32973, 0.42102, -2.0344, 0.96216, 1.8907, -0.34953, -1.9143, 0.12111, 0.42548
DataItem47, 2.0147, 0.17118, 0.047523, -0.14525, 0.71839, 0.46717, 0.77695, 0.28481, 0.15453, 0.30158, 2.0408, -0.68232, 0.68634, -1.4552, 0.93214, 0.89974, -1.1316, 1.1965, 0.47855, -0.30717, -0.43295, -1.1421, 0.94955, -1.7747, 0.98911, 0.71289, -0.34722, 0.14758, 0.8878, -0.3106, -1.2558, 1.2314, 1.7226, 0.92297, -1.4293, 0.61455, 0.49344, 0.44908, 0.91908, -1.4622, -1.4482, 0.09489, 0.77436, 0.48502, 0.37851, -0.15829, 0.49912, -1.3506, -0.061334, 1.234, -2.1996, -0.002823, -2.3283, -0.78857, -1.0444, -0.04292, 0.069002, -0.88437, -0.83127, -1.4954, 0.40913, 2.0516, 2.748, 0.11259, 0.031055, 0.64932, 0.14326, -0.34466, 0.39149, -0.48855, 1.2089, -0.16864, 1.5626, -0.2578, -0.46045, 0.81428, -0.69438, -0.98202, -0.52643, -0.80996, 1.7196, 0.10058, 1.6916, -0.34171, 0.62119, 2.1414, 0.50497, -0.77788, -0.081617, -0.1921, -0.024235, -0.49439, -3.5697, 1.1242, -0.68599, -0.058055, -1.7717, 0.70262, -1.5443, 0.1992, -2.7561, 0.96275, -0.073056, -2.0046, 1.214, -0.47114, -0.05608, -0.22037, -1.0573, -0.45864, -0.70564, -0.15334, 0.46664, 0.15876, 1.0771, -0.1687, 0.88898, 1.8432, 0.062301, 0.19567, 0.30359, -1.1142, -0.52839, -2.1523, 1.1342, -0.60121, 0.011575, 0.16215, -0.0019735, -1.4513, 1.4258, -0.79726, 0.72399, -1.1126, 0.4142, -0.34408, -0.4515, 0.68503, -1.4762, -1.0438, 0.045487, 0.017619, 2.8931, -1.7395, 0.26299, -0.61173, 0.36369, -0.90189, -1.0672, -0.79405
DataItem48, -9.8131, -8.9678, -10.5474, -9.9991, -10.7699, -9.5276, -8.3608, -8.7947, -9.3279, -9.1397, -9.7313, -10.2146, -10.2087, -12.0576, -11.2816, -9.9155, -11.7199, -9.7995, -8.3456, -9.2788, -11.3626, -9.6103, -10.6134, -10.7974, -10.4587, -10.3566, -9.4845, -9.802, -9.6197, -8.9579, -12.1238, -11.9191, -10.5812, -10.5815, -10.9741, -10.0974, -9.3204, -11.3575, -9.46, -9.6313, -12.64, -9.9634, -9.3045, -10.924, -9.3526, -8.4749, -8.986, -11.3296, -10.8045, -10.1438, -10.1342, -10.3607, -9.0987, -9.4778, -8.8503, -12.2548, -10.1483, -9.4623, -9.3036, -9.108, -9.9373, -12.0241, -10.2428, -11.2519, -8.3261, -10.2929, -8.2196, -8.9635, -9.5446, -9.5719, -10.622, -11.5875, -11.1088, -10.4708, -9.0976, -10.1566, -11.0127, -10.6415, -11.1714, -10.9693, -11.0175, -9.6405, -10.1908, -9.9064, -10.1826, -11.3326, -10.0851, -10.9378, -9.2259, -8.121, -8.7837, -9.5341, -8.3598, -9.5336, -10.7339, -9.6085, -7.9005, -10.1881, -10.4649, -8.7804, 0.4607, 0.89232, -0.46807, -0.16529, -1.8487, -0.66967, -0.088992, 0.65177, 0.66816, 0.53115, -2.0712, 0.48384, -1.4905, 0.22634, -0.6349, 1.2808, -0.1668, -1.8022, -0.93337, 0.90406, 0.59681, -1.504, 0.14743, 0.17177, -0.090782, 0.67943, 0.15685, 0.65229, -0.029169, -0.055139, -1.0322, -1.0282, 0.64342, -0.9729, 1.2688, -1.5526, -0.98315, 0.028939, 1.0124, 0.25696, 0.50493, -1.2936, 0.50016, 1.1134, 1.0534, 1.4162, -0.044624, -0.57907, 1.9257, -0.061959
DataItem49, -9.3814, -9.5861, -8.9844, -10.2047, -8.2911, -10.1235, -9.4033, -8.889, -10.5465, -10.6572, -9.5735, -9.8839, -11.1166, -11.6228, -9.6084, -11.0925, -9.4629, -10.0514, -10.7761, -9.6014, -12.6873, -9.7753, -10.1611, -9.7373, -11.467, -8.9131, -9.8242, -9.5038, -8.9877, -8.939, -9.9845, -12.4279, -9.5769, -8.2995, -9.0129, -9.9861, -10.2567, -9.6466, -9.7565, -9.791, -8.9115, -10.7785, -10.8591, -12.2496, -10.1142, -9.2418, -8.149, -10.9095, -11.1234, -10.308, -10.5975, -11.0549, -8.3824, -10.5578, -11.1492, -10.334, -11.0544, -9.7097, -7.9921, -8.6316, -10.5651, -11.6567, -10.4939, -7.7144, -10.2899, -8.9187, -9.1936, -8.8476, -11.2733, -9.7798, -10.2514, -9.0111, -8.772, -9.9855, -9.9076, -11.0559, -9.9615, -11.2817, -10.4921, -9.2078, -10.1121, -10.7783, -10.3359, -10.331, -10.1188, -11.6187, -9.3318, -10.5135, -9.9905, -9.5211, -8.1015, -9.3574, -8.7959, -8.6817, -11.2163, -9.3692, -9.8454, -10.2436, -10.1549, -9.2874, -0.25758, -0.48062, -0.17051, -0.91589, 0.55412, -1.7231, 1.6788, 1.256, 0.34576, 1.6124, 0.97644, 1.5453, 0.42428, -0.14433, -0.53711, -2.0606, 0.013866, -1.1704, -0.94816, -0.56509, -0.35571, 2.0058, -0.37939, 0.82036, 1.1064, 0.48614, 0.79496, -0.73376, 0.51467, -0.78609, -0.27124, 0.7102, 1.1152, 0.35576, 0.26147, -0.8009, -1.1245, 0.24049, 0.82395, -0.40822, 0.97517, 0.90467, -0.62323, 0.39875, -0.64128, -0.47096, -0.99026, -0.21727, -1.5151, -0.2253
DataItem50, -9.3708, -9.2549, -11.179, -10.7441, -10.1237, -9.9661, -10.6749, -9.3595, -10.4458, -11.2164, -9.6429, -10.3689, -11.5758, -10.2042, -9.7752, -10.6177, -10.6546, -8.3897, -10.7759, -10.2229, -8.7489, -10.1335, -11.2043, -9.8272, -11.709, -8.9709, -12.4799, -8.4834, -8.5828, -8.9292, -11.5655, -9.8244, -10.2789, -10.7676, -9.8136, -9.5281, -9.9361, -9.7925, -11.0723, -9.9533, -10.1575, -11.1988, -9.2402, -9.4468, -10.4559, -9.1342, -9.3569, -8.4177, -11.4145, -10.8496, -10.8418, -9.969, -9.2177, -9.3337, -10.5833, -12.1491, -8.6332, -9.7434, -10.0506, -10.3066, -10.1502, -8.6728, -11.2465, -8.7709, -10.7217, -10.4063, -9.9659, -9.6474, -10.3039, -10.152, -11.2038, -9.6133, -9.996, -10.5358, -9.743, -9.5643, -10.5303, -10.9236, -12.9702, -9.9335, -10.763, -7.6723, -8.1815, -10.3806, -10.9853, -9.1062, -9.6501, -9.8192, -9.4358, -9.0746, -10.6417, -8.2602, -8.4887, -10.6581, -9.8775, -8.1, -10.2239, -10.0445, -10.4344, -11.6216, 0.46176, 2.3828, -1.4054, 0.20965, -0.10545, 0.17195, -0.40996, 0.36183, 0.13235, 1.4477, 1.044, 0.70881, -0.75665, -1.1677, -0.61528, -0.6964, 1.0517, -0.67187, 1.723, -0.07317, 0.018412, 1.0151, 0.41195, -0.65866, -0.49008, 1.2795, 0.21903, -0.27493, 0.7024, 0.29547, 0.021381, 0.86421, -0.50433, -2.2182, 0.036056, 0.55792, -0.5154, -1.9262, 0.71299, 0.31942, 0.79491, 1.0144, 0.5758, 0.055068, -1.3091, -0.21945, -1.1447, -0.3345, 0.66734, -0.82276
DataItem51, 11.6337, 8.1906, 11.0349, 9.1563, 10.7413, 9.7894, 10.1657, 8.9946, 9.0162, 8.7025, 10.6757, 9.6982, 8.8486, 9.275, 10.4438, 9.8135, 13.5011, 10.9049, 10.2285, 9.5098, 12.3333, 12.1548, 9.332, 10.3161, 10.216, 10.7819, 11.2768, 9.8835, 8.9327, 9.2935, 10.6305, 9.0392, 11.6843, 10.82, 9.8762, 10.3408, 10.3938, 10.9936, 13.2397, 10.4186, 9.9873, 9.026, 9.0617, 9.4273, 8.4791, 9.8744, 9.7591, 10.8826, 10.4424, 10.5884, 9.4287, 9.5137, 8.1364, 9.8893, 9.5716, 9.9509, 11.6988, 9.3912, 7.9903, 12.6729, 8.6006, 9.8114, 11.0978, 10.9665, 10.9042, 10.376, 10.5461, 9.9448, 10.3935, 10.544, 9.8832, 9.6368, 9.9744, 9.1018, 9.6037, 8.8105, 9.8679, 9.9571, 10.5583, 9.7951, 9.9568, 10.2115, 9.9078, 9.8818, 9.5292, 8.1788, 11.569, 9.7357, 12.3358, 9.9767, 12.1961, 11.4436, 10.0405, 8.529, 9.5156, 9.5749, 9.2023, 9.4538, 11.2969, 10.1366, -0.75967, -0.78073, 0.1665, -0.23537, -2.0871, -0.30576, -0.050841, 0.21672, -0.16361, 0.9314, -0.55345, 0.77146, 1.1847, 0.33283, 1.084, -0.071253, -1.0104, -0.014407, -0.67504, -1.1944, 1.576, -1.0993, -2.0722, -0.071621, -1.0381, 0.94811, -0.19725, 0.3249, 0.63979, -1.4729, -0.63186, -0.28128, 0.98709, -0.91746, 1.1333, 0.2346, -0.61315, -0.97241, 1.1611, -1.2953, 0.076213, 0.27438, 0.15353, -0.15648, 0.045597, 0.90793, 0.97508, -0.72023, -0.6143, -0.81495
DataItem52, 11.3336, 10.931, 8.2291, 11.6921, 10.808, 9.0059, 11.1363, 8.4322, 10.7314, 8.5763, 9.7748, 9.8347, 9.7411, 10.416, 10.0341, 9.9002, 9.7444, 10.2179, 9.5408, 10.3547, 9.5294, 9.0702, 11.7381, 9.5347, 11.7693, 8.7902, 9.6704, 9.4662, 10.5794, 9.758, 10.5627, 11.1532, 8.1559, 10.5849, 10.8694, 9.5709, 10.0466, 9.939, 9.873, 9.4022, 10.1217, 8.2898, 9.2811, 8.0777, 10.3027, 8.1043, 11.0997, 10.1475, 10.2006, 9.3924, 9.5911, 10.2548, 10.4704, 10.2311, 10.8211, 9.7307, 9.9174, 8.5798, 11.2807, 9.6266, 10.2452, 9.5756, 9.9105, 11.0688, 9.7998, 9.5829, 9.0793, 11.4374, 8.5827, 9.5738, 10.344, 9.5778, 11.0371, 8.8033, 9.6854, 11.8662, 7.723, 9.6205, 10.8947, 10.158, 12.0475, 11.3264, 10.957, 9.4691, 9.7267, 10.247, 9.4882, 10.4793, 9.9672, 9.0627, 11.9481, 7.7825, 9.5443, 11.1709, 11.0474, 8.7657, 9.5367, 12.5736, 8.9305, 11.7962, -0.88562, 1.2872, 0.87263, 0.40594, -0.3591, 0.28107, 0.52434, -2.1863, 1.4268, -0.86116, -1.2682, 1.1457, -0.056322, 0.15405, 0.10088, 0.18509, 0.60362, -1.6276, -0.064825, 0.25378, 0.62622, -0.94455, 0.29759, 0.93474, 0.52428, -1.9426, 1.3752, 0.65601, -0.12953, -0.94467, -0.70851, 0.96536, -1.0737, -1.2267, -0.59565, 0.077661, 0.51482, -0.49647, 0.47183, 1.2259, 0.49368, -0.73825, -0.73193, 1.0658, -1.1516, -1.192, 1.3786, -1.8506, -1.0419, 0.85898
DataItem53, 0.44428, -0.47897, 0.021457, -1.1882, -1.4778, 0.70354, -2.9941, -1.2293, -0.65538, -0.19365, 2.0009, 0.070683, -0.60834, -0.12822, -0.16344, -1.045, -0.94438, 0.29145, 0.33215, -0.24396, 1.393, -1.7995, -0.30792, -1.1707, 0.91129, 0.75083, 0.67027, 0.51102, 0.019007, 1.1676, -0.27013, -0.52814, -1.8439, 0.28567, 0.84731, 0.17674, -1.0299, 0.61681, -0.72028, -0.84953, 0.081872, 1.3762, 0.053065, -0.79317, 0.78141, -0.37638, 0.86149, -0.39186, -1.2188, -0.29677, 0.29857, 1.7296, 1.7397, 0.041462, 1.1307, 1.191, -0.079338, -0.61661, -1.4552, 0.68079, 0.154, -0.38385, -0.29576, 1.2291, -0.34925, 0.61726, -1.0982, -1.7927, 0.068748, 0.10472, -1.4851, -0.055532, 0.44371, -0.54134, -1.6519, -1.5708, 1.2381, 1.847, -1.9462, 0.7716, 0.079631, 0.63639, -0.71222, 0.66293, 0.35351, 0.020853, -1.1072, -1.3092, 0.95991, -0.36146, 1.4826, 0.5402, -0.68962, 0.66486, -0.51135, -1.0088, -1.2409, -0.42928, 2.2066, 1.1182, -1.5565, 1.1437, -1.1376, -0.62602, -0.019343, -1.3548, -0.11773, -1.352, 0.8109, -0.14031, -0.47013, 0.78777, -0.066471, 0.63786, -0.045119, 0.083605, -1.1305, -0.39146, 1.4468, -0.48032, -1.4017, 1.422, -1.1526, -0.066156, 0.84619, 1.3793, -0.36246, -0.5991, -1.2789, -0.056047, 0.45728, -0.097104, 0.16587, -0.20497, 0.21262, -1.0936, -0.2495, -0.87727, 0.93665, 1.082, -1.2725, -2.2369, -1.1386, 0.021742, -1.082, -0.38657, 0.86975, 0.071556, 0.85259, -1.415
DataItem54, 11.3647, 8.3808, 10.2499, 9.4766, 8.8629, 8.0795, 9.5625, 10.2514, 10.843, 10.7671, 11.1684, 10.9399, 11.417, 10.046, 10.0911, 9.0535, 8.8131, 11.3516, 10.8263, 9.5959, 9.5863, 12.4487, 9.2123, 12.8236, 10.3486, 10.6002, 9.0693, 12.7956, 10.862, 9.8787, 7.9284, 10.5008, 9.58, 10.8041, 8.0665, 10.0535, 9.7494, 11.7646, 10.0502, 11.7217, 10.0424, 9.2799, 9.4011, 12.0413, 10.0299, 10.692, 10.7262, 9.5096, 9.9744, 8.6608, 11.4004, 8.8934, 9.8873, 10.2351, 9.7423, 10.5017, 11.4801, 7.4888, 9.64, 10.7971, 9.2123, 10.2019, 10.1228, 8.938, 10.4967, 8.753, 9.8594, 10.0385, 11.6875, 9.1533, 11.6158, 9.5171, 12.3208, 9.1362, 10.0107, 9.0096, 9.9853, 9.6455, 9.9932, 9.3092, 11.0992, 10.4571, 10.0619, 9.0162, 9.5005, 9.3989, 9.4371, 9.7463, 7.6242, 9.8837, 9.9263, 9.4961, 9.215, 9.4347, 9.3104, 10.5774, 10.9115, 10.1417, 11.1267, 12.0724, -0.86976, 0.68143, 0.66635, -0.21714, -0.48914, -1.9594, -0.73108, -1.5849, -0.4737, 0.36098, -0.44246, -0.028766, 0.4438, 0.16448, -0.46795, 0.97027, 0.42563, 0.032845, -0.67602, -0.22813, -2.1303, 0.1667, 1.9282, -0.31184, 1.3088, 0.53586, 1.2208, 0.15751, -1.5835, -0.24774, 0.30211, -0.55691, 0.69136, -0.090535, -0.82866, -0.36427, -0.66267, 0.94945, -0.76405, -0.45637, 1.0137, -0.025288, 1.5885, 1.2781, -0.99134, -0.39706, 0.3241, 0.88935, 1.9386, -1.4684
DataItem55, -11.1138, -8.7157, -9.7536, -10.8023, -9.2082, -10.2188, -11.7568, -10.2092, -9.7558, -12.1206, -10.9775, -11.268, -8.4424, -11.2099, -9.435, -9.955, -9.909, -8.1571, -9.2894, -10.3824, -9.9428, -10.4952, -10.6028, -9.3119, -9.9232, -9.5277, -10.2282, -9.9951, -10.511, -10.0365, -10.4318, -9.1322, -11.1175, -10.3668, -10.6685, -11.4934, -8.6293, -11.1357, -9.6117, -8.3532, -9.5916, -10.11, -9.9586, -10.5933, -9.9015, -9.7255, -9.3232, -10.4321, -8.8883, -10.3242, -10.7502, -9.1786, -9.5489, -10.5503, -8.9845, -9.8915, -8.7415, -10.0821, -9.1565, -8.5179, -8.6186, -10.4044, -8.8717, -11.6389, -10.6322, -10.3262, -10.6525, -10.6833, -8.5019, -10.8134, -8.1836, -11.1553, -11.9687, -11.9667, -10.7515, -9.3318, -8.5904, -10.6637, -9.6781, -9.3498, -10.4308, -11.4297, -10.6169, -9.3998, -8.0957, -8.697, -12.0825, -10.1659, -9.9321, -8.6023, -10.1874, -9.9085, -10.8954, -9.7636, -9.7144, -10.0711, -10.0987, -8.9696, -10.451, -10.3314, 0.57565, -0.10926, 2.9485, 1.3289, -1.733, -0.040046, -1.8135, 1.4712, 1.4024, 1.0075, -0.357, -2.7714, -0.3097, -0.26642, 0.81816, 1.1587, 0.93613, 0.59644, 0.2119, -0.27721, 1.5355, -1.2304, 1.3813, 0.8421, 0.72109, -0.57442, 0.66413, 0.072242, 0.27591, -0.21689, 1.6159, -0.90007, 0.35281, -0.2564, 0.23459, -0.6944, -3.1303, -0.037061, 2.0173, 0.41157, 0.72778, 0.039747, 0.3524, 0.04677, 0.7657, 1.154, -1.0469, 0.32846, -0.17464, 1.3978
DataItem56, 9.9277, 8.5891, 10.5447, 9.2086, 9.2571, 9.19, 9.5798, 9.3074, 8.7344, 7.9337, 10.2028, 9.4717, 11.3634, 8.7477, 9.8053, 11.2285, 10.8153, 9.945, 11.0369, 9.2457, 10.6588, 9.2367, 9.698, 10.7791, 10.5674, 9.8462, 10.1279, 9.5653, 12.0625, 11.0489, 9.5157, 9.8434, 10.3129, 9.9717, 11.1307, 9.2881, 8.8461, 10.0748, 10.5159, 10.4696, 11.2507, 9.5019, 11.9211, 10.1324, 9.3468, 10.206, 10.1811, 10.887, 10.1242, 8.6213, 10.5808, 9.2596, 10.6752, 7.8994, 9.7991, 9.7896, 12.9839, 10.3819, 8.2174, 10.8989, 10.5622, 10.4061, 11.3041, 11.8434, 9.7541, 10.8835, 10.0867, 10.3824, 10.1463, 7.229, 11.3653, 10.6414, 10.4951, 10.8735, 11.5083, 9.0124, 10.1383, 11.3796, 10.4101, 10.2853, 10.7571, 11.2223, 9.2694, 10.2831, 8.6728, 12.3183, 10.1716, 11.2867, 9.8432, 10.7432, 8.4431, 10.8832, 9.9409, 8.3339, 10.1784, 11.4687, 8.6724, 9.2352, 10.7757, 10.049, 0.76073, 0.61447, -1.7577, 0.55371, -0.90609, -1.4788, -0.71724, 0.83469, -0.93429, 1.1457, -1.3718, 0.29247, -0.79056, -0.77355, -0.088463, 0.17501, -2.3744, -0.40517, 0.78931, 1.6095, -1.3585, -0.49281, 1.4832, 0.08308, 0.69696, 0.19544, -0.46749, -1.3929, -0.78215, -0.38605, 0.63916, -0.25257, -1.7695, 0.20149, -0.14763, 0.99612, 1.8219, -0.4004, -0.22719, -0.518, -0.1988, 0.6926, -0.14136, -0.14537, 1.2839, -2.1256, 0.43211, 2.2537, -0.80216, -0.64336
DataItem57, -8.535, -10.662, -9.2877, -9.7176, -9.9824, -9.289, -11.5043, -8.5741, -9.4349, -10.497, -12.3421, -8.8575, -11.8492, -11.8302, -9.0679, -9.4339, -10.8056, -10.3399, -9.5034, -9.778, -12.9379, -10.4612, -10.4337, -10.6655, -11.0437, -9.9725, -9.149, -10.861, -8.9687, -8.4615, -10.052, -11.0053, -8.4045, -10.5269, -8.2149, -9.8505, -12.2613, -10.9267, -10.5842, -9.5803, -8.9818, -11.0127, -8.557, -11.3751, -10.4067, -9.3963, -9.5081, -8.893, -10.3331, -9.4852, -10.0426, -8.9976, -8.9904, -10.1094, -9.699, -10.0945, -9.874, -10.5139, -9.7899, -10.9965, -10.2285, -8.6984, -9.8567, -10.584, -12.0163, -11.1107, -9.2064, -10.4544, -11.5244, -10.8229, -10.6691, -9.7436, -9.8416, -10.879, -9.3402, -11.3168, -9.9851, -11.4758, -10.2634, -9.7444, -7.5108, -11.6185, -10.3562, -9.9879, -10.2915, -10.9346, -9.4302, -8.0962, -9.7536, -10.7403, -9.8107, -9.9683, -11.3718, -9.3505, -9.0027, -9.6847, -11.1243, -9.3101, -10.2152, -10.5432, 1.8462, -0.24309, 2.0712, -0.41207, -1.1235, 1.4196, 0.6814, 0.16034, -0.27184, -0.33745, 1.1524, -0.37242, -0.97102, -0.70939, 0.13231, 0.57316, -1.5463, -2.5223, 1.264, -0.81725, 0.58965, 0.501, 0.36711, 0.68865, 0.72275, 0.36068, 0.31702, -0.72485, -0.74847, -0.31391, 0.20759, 2.6037, 0.65115, 1.0061, 0.39733, -0.89992, 0.86227, -2.1074, 0.1305, 1.1119, 1.7542, 0.85621, -0.58384, -0.36146, -0.49592, 1.0177, -1.737, -0.47627, 0.55608, -0.47823
